Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Output Feedback Reinforcement Learning Control for Linear Systems","Control Engineering","","","","10.1007/978-3-031-15858-2","Syed Ali Asad RizviZongli Lin","2023","http://link.springer.com/book/10.1007/978-3-031-15858-2","Book"
"A Holistic Framework for Factory Planning Using Reinforcement Learning","Proceedings of the 3rd Conference on Physical Modeling for Virtual Manufacturing Systems and Processes","","","","10.1007/978-3-031-35779-4_8","M. KlarJ. MertesM. GlattB. RavaniJ. C. Aurich","2023","http://link.springer.com/chapter/10.1007/978-3-031-35779-4_8","Chapter"
"Deep Reinforcement Learning with Heuristic Corrections for UGV Navigation","Journal of Intelligent & Robotic Systems","","109","1","10.1007/s10846-023-01950-y","Changyun WeiYajun LiYongping OuyangZe Ji","2023","http://link.springer.com/article/10.1007/s10846-023-01950-y","Article"
"Toolpath Calculation Using Reinforcement Learning in Machining","Advances on Mechanics, Design Engineering and Manufacturing IV","","","","10.1007/978-3-031-15928-2_100","Frédéric VignatNicolas BéraudThibaut Tezenas Du Montcel","2023","http://link.springer.com/chapter/10.1007/978-3-031-15928-2_100","Chapter"
"Hybrid algorithm based on reinforcement learning for smart inventory management","Journal of Intelligent Manufacturing","","34","1","10.1007/s10845-022-01982-5","Carlos CuartasJose Aguilar","2023","http://link.springer.com/article/10.1007/s10845-022-01982-5","Article"
"Applying Multi-agent Reinforcement Learning and Graph Neural Networks to Flexible Job Shop Scheduling Problem","Advances in Production Management Systems. Production Management Systems for Responsible Manufacturing, Service, and Logistics Futures","","","","10.1007/978-3-031-43670-3_35","Seung Heon OhYoung In ChoJong Hun Woo","2023","http://link.springer.com/chapter/10.1007/978-3-031-43670-3_35","Chapter"
"Personalized lane change decision algorithm using deep reinforcement learning approach","Applied Intelligence","","53","11","10.1007/s10489-022-04172-1","Daofei LiAo Liu","2023","http://link.springer.com/article/10.1007/s10489-022-04172-1","Article"
"Industrial Accident Prevention Based on Reinforcement Learning","Artificial Intelligence and Industrial Applications","","","","10.1007/978-3-031-43520-1_26","Tarik HajjiIbtissam El HassaniAbdelkader Fassi FihriTaha JakniMarouane Lahmamsi","2023","http://link.springer.com/chapter/10.1007/978-3-031-43520-1_26","Chapter"
"The Robotic Arm Velocity Planning Based on Reinforcement Learning","International Journal of Precision Engineering and Manufacturing","","24","9","10.1007/s12541-023-00880-x","Hao-Hsuan HuangChih-Kai ChengYi-Hung ChenHung-Yin Tsai","2023","http://link.springer.com/article/10.1007/s12541-023-00880-x","Article"
"Application of Reinforcement Learning for the Design and Optimization of Pass Schedules in Hot Rolling","Production at the Leading Edge of Technology","","","","10.1007/978-3-031-18318-8_8","C. IdzikJ. GerlachJ. LohmarD. BaillyG. Hirt","2023","http://link.springer.com/chapter/10.1007/978-3-031-18318-8_8","Chapter"
"A self-learning discrete salp swarm algorithm based on deep reinforcement learning for dynamic job shop scheduling problem","Applied Intelligence","","53","15","10.1007/s10489-023-04479-7","Yiming GuMing ChenLiang Wang","2023","http://link.springer.com/article/10.1007/s10489-023-04479-7","Article"
"Correction to: Smart scheduling of dynamic job shop based on discrete event simulation and deep reinforcement learning","Journal of Intelligent Manufacturing","","","","10.1007/s10845-023-02189-y","Ziqing WangWenzhu Liao","2023","http://link.springer.com/article/10.1007/s10845-023-02189-y","Article"
"A home energy management approach using decoupling value and policy in reinforcement learning","Frontiers of Information Technology & Electronic Engineering","","24","9","10.1631/FITEE.2200667","Luolin Xiong 熊珞琳Yang Tang 唐漾Chensheng Liu 刘臣胜Shuai Mao 毛帅Ke Meng 孟科Zhaoyang Dong 董朝阳Feng Qian 钱锋","2023","http://link.springer.com/article/10.1631/FITEE.2200667","Article"
"Optimal Incremental-containment Control of Two-order Swarm System Based on Reinforcement Learning","International Journal of Control, Automation and Systems","","21","10","10.1007/s12555-022-0710-7","Haipeng ChenWenxing FuJunmin LiuDengxiu YuKang Chen","2023","http://link.springer.com/article/10.1007/s12555-022-0710-7","Article"
"Level Control of Chemical Coupling Tank Based on Reinforcement Learning Method","Proceedings of 2023 Chinese Intelligent Automation Conference","","","","10.1007/978-981-99-6187-0_21","Yuheng LiQuan LiFei Liu","2023","http://link.springer.com/chapter/10.1007/978-981-99-6187-0_21","Chapter"
"Reinforcement Learning for Sequential Decision and Optimal Control","","","","","10.1007/978-981-19-7784-8","Shengbo Eben Li","2023","http://link.springer.com/book/10.1007/978-981-19-7784-8","Book"
"Navigation of Mobile Robots Based on Deep Reinforcement Learning: Reward Function Optimization and Knowledge Transfer","International Journal of Control, Automation and Systems","","21","2","10.1007/s12555-021-0642-7","Weijie LiMing YueJinyong ShangguanYe Jin","2023","http://link.springer.com/article/10.1007/s12555-021-0642-7","Article"
"Towards an AI-Based Framework for Autonomous Design and Construction: Learning from Reinforcement Learning Success in RTS Games","Computer-Aided Architectural Design. INTERCONNECTIONS: Co-computing Beyond Boundaries","","","","10.1007/978-3-031-37189-9_25","Ahmed ElmaraghyJacopo MontaliMarcello RestelliFrancesco CausonePierpaolo Ruttico","2023","http://link.springer.com/chapter/10.1007/978-3-031-37189-9_25","Chapter"
"Real2Sim or Sim2Real: Robotics Visual Insertion Using Deep Reinforcement Learning and Real2Sim Policy Adaptation","Intelligent Autonomous Systems 17","","","","10.1007/978-3-031-22216-0_41","Yiwen ChenXue LiSheng GuoXian Yao NgMarcelo H. Ang","2023","http://link.springer.com/chapter/10.1007/978-3-031-22216-0_41","Chapter"
"Fundamentals of Reinforcement Learning","","","","","10.1007/978-3-031-37345-9","Rafael Ris-Ala","2023","http://link.springer.com/book/10.1007/978-3-031-37345-9","Book"
"Deep reinforcement learning for autonomous vehicles: lane keep and overtaking scenarios with collision avoidance","International Journal of Information Technology","","15","7","10.1007/s41870-023-01412-6","S. H. AshwinRashmi Naveen Raj","2023","http://link.springer.com/article/10.1007/s41870-023-01412-6","Article"
"Joint optimization of energy trading and consensus mechanism in blockchain-empowered smart grids: a reinforcement learning approach","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00498-4","Ruohan WangYunlong ChenEntang LiLixuan CheHongwei XinJing LiXueyao Zhang","2023","http://link.springer.com/article/10.1186/s13677-023-00498-4","Article"
"Industrial Applications of Game Reinforcement Learning","Reinforcement Learning","","","","10.1007/978-3-031-28394-9_8","Jinna LiFrank L. LewisJialu Fan","2023","http://link.springer.com/chapter/10.1007/978-3-031-28394-9_8","Chapter"
"Adaptive disassembly sequence planning for VR maintenance training via deep reinforcement learning","The International Journal of Advanced Manufacturing Technology","","124","9","10.1007/s00170-021-08290-x","Haoyang MaoZhenyu LiuChan Qiu","2023","http://link.springer.com/article/10.1007/s00170-021-08290-x","Article"
"A review of cooperative multi-agent deep reinforcement learning","Applied Intelligence","","53","11","10.1007/s10489-022-04105-y","Afshin OroojlooyDavood Hajinezhad","2023","http://link.springer.com/article/10.1007/s10489-022-04105-y","Article"
"Robot Subgoal-guided Navigation in Dynamic Crowded Environments with Hierarchical Deep Reinforcement Learning","International Journal of Control, Automation and Systems","","21","7","10.1007/s12555-022-0171-z","Tianle ZhangZhen LiuZhiqiang PuJianqiang YiYanyan LiangDu Zhang","2023","http://link.springer.com/article/10.1007/s12555-022-0171-z","Article"
"How to Maximize Clicks for Display Advertisement in Digital Marketing? A Reinforcement Learning Approach","Information Systems Frontiers","","25","4","10.1007/s10796-022-10314-0","Vinay SinghBrijesh NanavatiArpan Kumar KarAgam Gupta","2023","http://link.springer.com/article/10.1007/s10796-022-10314-0","Article"
"Developing an artificial neural network controller for accelerating the hot deformation of the titanium aluminide TNM-B1 using reinforcement learning and finite element simulations","Journal of Intelligent Manufacturing","","","","10.1007/s10845-023-02173-6","J. A. StendalM. Bambach","2023","http://link.springer.com/article/10.1007/s10845-023-02173-6","Article"
"Reinforcement Learning with Probabilistic Boolean Networks in Smart Grid Models","Proceedings of 19th Latin American Control Congress (LACC 2022)","","","","10.1007/978-3-031-26361-3_19","Pedro Juan Rivera TorresCarlos Gershenson GarcíaMaría Fernanda Sánchez PuigMario FrancoSamir Kanaan Izquierdo","2023","http://link.springer.com/chapter/10.1007/978-3-031-26361-3_19","Chapter"
"Integrating short-term stochastic production planning updating with mining fleet management in industrial mining complexes: an actor-critic reinforcement learning approach","Applied Intelligence","","53","20","10.1007/s10489-023-04774-3","Joao Pedro de CarvalhoRoussos Dimitrakopoulos","2023","http://link.springer.com/article/10.1007/s10489-023-04774-3","Article"
"Solar photovoltaic converter controller using opposition-based reinforcement learning with butterfly optimization algorithm under partial shading conditions","Environmental Science and Pollution Research","","30","28","10.1007/s11356-023-27261-1","Belqasem AljafariPraveen Kumar BalachandranDevakirubakaran SamithasSudhakar Babu Thanikanti","2023","http://link.springer.com/article/10.1007/s11356-023-27261-1","Article"
"Predictive reinforcement learning: map-less navigation method for mobile robot","Journal of Intelligent Manufacturing","","","","10.1007/s10845-023-02197-y","Dmitrii DobriborsciRoman ZashchitinMikhail KakanovWolfgang AumerPavel Osinenko","2023","http://link.springer.com/article/10.1007/s10845-023-02197-y","Article"
"Actor-critic reinforcement learning leads decision-making in energy systems optimization—steam injection optimization","Neural Computing and Applications","","35","22","10.1007/s00521-023-08537-6","Ramez AbdallaWolfgang HollsteinCarlos Paz CarvajalPhilip Jaeger","2023","http://link.springer.com/article/10.1007/s00521-023-08537-6","Article"
"Reinforcement learning-based approach for plastic texture surface defects inspection","The Visual Computer","","","","10.1007/s00371-023-03077-5","Chao-Ching HoYuan-Cheng ChiaoEugene Su","2023","http://link.springer.com/article/10.1007/s00371-023-03077-5","Article"
"Construction of TBM Operation Parameter Optimization Decision Model Based on Reinforcement Learning Algorithm","Recent Advances in Materials and Manufacturing Technology","","","","10.1007/978-981-99-2921-4_64","Nan JiangLing Zeng","2023","http://link.springer.com/chapter/10.1007/978-981-99-2921-4_64","Chapter"
"Hierarchical Goal-Guided Learning for the Evasive Maneuver of Fixed-Wing UAVs based on Deep Reinforcement Learning","Journal of Intelligent & Robotic Systems","","109","2","10.1007/s10846-023-01953-9","Yinlong YuanJian YangZhu Liang YuYun ChengPengpeng JiaoLiang Hua","2023","http://link.springer.com/article/10.1007/s10846-023-01953-9","Article"
"Distributed Multi-agent Target Search and Tracking With Gaussian Process and Reinforcement Learning","International Journal of Control, Automation and Systems","","21","9","10.1007/s12555-022-0555-0","Jigang KimDohyun JangH. Jin Kim","2023","http://link.springer.com/article/10.1007/s12555-022-0555-0","Article"
"Hierarchical reinforcement learning for efficient and effective automated penetration testing of large networks","Journal of Intelligent Information Systems","","60","2","10.1007/s10844-022-00738-0","Mohamed C. GhanemThomas M. ChenErivelton G. Nepomuceno","2023","http://link.springer.com/article/10.1007/s10844-022-00738-0","Article"
"Towards End-to-End Chase in Urban Autonomous Driving Using Reinforcement Learning","Intelligent Systems and Applications","","","","10.1007/978-3-031-16075-2_29","Michał KołomańskiMustafa SakhaiJakub NowakMaciej Wielgosz","2023","http://link.springer.com/chapter/10.1007/978-3-031-16075-2_29","Chapter"
"INNES: An intelligent network penetration testing model based on deep reinforcement learning","Applied Intelligence","","","","10.1007/s10489-023-04946-1","Qianyu LiMiao HuHao HaoMin ZhangYang Li","2023","http://link.springer.com/article/10.1007/s10489-023-04946-1","Article"
"A Simulation Environment of Solar-Wind Powered Electric Vehicle Car Park for Reinforcement Learning and Optimization","Proceedings of the 3rd International Symposium on New Energy and Electrical Technology","","","","10.1007/978-981-99-0553-9_102","Handong LiXuewu DaiRichard KotterNauman AslamYue Cao","2023","http://link.springer.com/chapter/10.1007/978-981-99-0553-9_102","Chapter"
"Deep Reinforcement Learning for the Job Shop Scheduling Problem: Reference Axes for Modelling, Implementation and Validation","IoT and Data Science in Engineering Management","","","","10.1007/978-3-031-27915-7_18","Julio C. Serrano-RuizJosefa MulaRaúl Poler","2023","http://link.springer.com/chapter/10.1007/978-3-031-27915-7_18","Chapter"
"An Efficient Deep Reinforcement Learning Algorithm for Mapless Navigation with Gap-Guided Switching Strategy","Journal of Intelligent & Robotic Systems","","108","3","10.1007/s10846-023-01888-1","Heng LiJiahu QinQingchen LiuChengzhen Yan","2023","http://link.springer.com/article/10.1007/s10846-023-01888-1","Article"
"Application of Reinforcement Learning for Intelligent Support Decision System: A Paradigm Towards Safety and Explainability","Artificial Intelligence in HCI","","","","10.1007/978-3-031-35891-3_15","Calogero MaiuriMilad KarimshoushtariFabio TangoCarlo Novara","2023","http://link.springer.com/chapter/10.1007/978-3-031-35891-3_15","Chapter"
"Deep reinforcement learning-based task scheduling and resource allocation for NOMA-MEC in Industrial Internet of Things","Peer-to-Peer Networking and Applications","","16","1","10.1007/s12083-022-01348-x","Lixia LinWen’an ZhouZhicheng YangJianlong Liu","2023","http://link.springer.com/article/10.1007/s12083-022-01348-x","Article"
"Machine Learning and Deep Reinforcement Learning in Wireless Networks and Communication Applications","Paradigms of Smart and Intelligent Communication, 5G and Beyond","","","","10.1007/978-981-99-0109-8_5","Om PrakashPrabina PattanayakAmrita RaiKorhan Cengiz","2023","http://link.springer.com/chapter/10.1007/978-981-99-0109-8_5","Chapter"
"Adaptive Electrospinning System Based on Reinforcement Learning for Uniform-Thickness Nanofiber Air Filters","Advanced Fiber Materials","","5","2","10.1007/s42765-022-00247-3","Seok Hyeon HwangJin Yeong SongHyun Il RyuJae Hee OhSeungwook LeeDonggeun LeeDong Yong ParkSang Min Park","2023","http://link.springer.com/article/10.1007/s42765-022-00247-3","Article"
"Hybrid fuzzy AHP–TOPSIS approach to prioritizing solutions for inverse reinforcement learning","Complex & Intelligent Systems","","9","1","10.1007/s40747-022-00807-5","Vinay Kukreja","2023","http://link.springer.com/article/10.1007/s40747-022-00807-5","Article"
"Public opinion and persuasion of algorithmic fairness: assessment of communication protocol performance for use in simulation-based reinforcement learning training","International Journal of Information Technology","","","","10.1007/s41870-023-01507-0","Muhamad Fazil Ahmad","2023","http://link.springer.com/article/10.1007/s41870-023-01507-0","Article"
"Capacity planning for integrated energy system based on reinforcement learning and multi-criteria evaluation","Energy Systems","","","","10.1007/s12667-023-00603-1","Fan ZhouLong ChenJun ZhaoWei Wang","2023","http://link.springer.com/article/10.1007/s12667-023-00603-1","Article"
"Reinforcement learning control for a three-link biped robot with energy-efficient periodic gaits","Acta Mechanica Sinica","","39","2","10.1007/s10409-022-22304-x","Zebang Pan 潘泽邦Shan Yin 殷珊Guilin Wen 文桂林Zhao Tan 谭朝","2023","http://link.springer.com/article/10.1007/s10409-022-22304-x","Article"
"Strategic Conflict Management using Recurrent Multi-agent Reinforcement Learning for Urban Air Mobility Operations Considering Uncertainties","Journal of Intelligent & Robotic Systems","","107","2","10.1007/s10846-022-01784-0","Cheng HuangIvan PetruninAntonios Tsourdos","2023","http://link.springer.com/article/10.1007/s10846-022-01784-0","Article"
