Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Deep reinforcement learning: a survey","Frontiers of Information Technology & Electronic Engineering","","21","12","10.1631/FITEE.1900533","Hao-nan WangNing LiuYi-yun ZhangDa-wei FengFeng HuangDong-sheng LiYi-ming Zhang","2020","http://link.springer.com/article/10.1631/FITEE.1900533","Article"
"A study on automatic fixture design using reinforcement learning","The International Journal of Advanced Manufacturing Technology","","107","5 - 6","10.1007/s00170-020-05156-6","Darren Wei Wen LowDennis Wee Keong NeoA. Senthil Kumar","2020","http://link.springer.com/article/10.1007/s00170-020-05156-6","Article"
"Explainable navigation system using fuzzy reinforcement learning","International Journal on Interactive Design and Manufacturing (IJIDeM)","","14","4","10.1007/s12008-020-00717-1","Rolando Bautista-MontesanoRogelio Bustamante-BelloRicardo A. Ramirez-Mendoza","2020","http://link.springer.com/article/10.1007/s12008-020-00717-1","Article"
"Research on Robot Control Based on Reinforcement Learning","Cyber Security Intelligence and Analytics","","","","10.1007/978-3-030-15235-2_21","Gang Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-15235-2_21","Chapter"
"Optimization of a physical internet based supply chain using reinforcement learning","European Transport Research Review","","12","1","10.1186/s12544-020-00437-3","Eszter PuskásÁdám BudaiGábor Bohács","2020","http://link.springer.com/article/10.1186/s12544-020-00437-3","Article"
"SWIRL: A SequentialWindowed Inverse Reinforcement Learning Algorithm for Robot Tasks With Delayed Rewards","Algorithmic Foundations of Robotics XII","","","","10.1007/978-3-030-43089-4_43","Sanjay KrishnanAnimesh GargRichard LiawBrijen ThananjeyanLauren MillerFlorian T. PokornyKen Goldberg","2020","http://link.springer.com/chapter/10.1007/978-3-030-43089-4_43","Chapter"
"Model-free Optimal Tracking Control for an Aircraft Skin Inspection Robot with Constrained-input and Input Time-delay via Integral Reinforcement Learning","International Journal of Control, Automation and Systems","","18","1","10.1007/s12555-019-0351-7","Xuewei WuCongqing Wang","2020","http://link.springer.com/article/10.1007/s12555-019-0351-7","Article"
"Online Reinforcement Learning for Self-adaptive Information Systems","Advanced Information Systems Engineering","","","","10.1007/978-3-030-49435-3_11","Alexander PalmAndreas MetzgerKlaus Pohl","2020","http://link.springer.com/chapter/10.1007/978-3-030-49435-3_11","Chapter"
"End-to-End Reinforcement Learning for Self-driving Car","Advanced Computing and Intelligent Engineering","","","","10.1007/978-981-15-1081-6_5","Rohan ChopraSanjiban Sekhar Roy","2020","http://link.springer.com/chapter/10.1007/978-981-15-1081-6_5","Chapter"
"Improving the surface quality of friction stir welds using reinforcement learning and Bayesian optimization","The International Journal of Advanced Manufacturing Technology","","110","11 - 12","10.1007/s00170-020-05696-x","R. HartlJ. HansjakobM. F. Zaeh","2020","http://link.springer.com/article/10.1007/s00170-020-05696-x","Article"
"A Fuzzy Reinforcement Learning Approach for Continuum Robot Control","Journal of Intelligent & Robotic Systems","","100","3 - 4","10.1007/s10846-020-01237-6","M. GoharimaneshA. MehrkishF. Janabi-Sharifi","2020","http://link.springer.com/article/10.1007/s10846-020-01237-6","Article"
"Multi-robot Target Encirclement Control with Collision Avoidance via Deep Reinforcement Learning","Journal of Intelligent & Robotic Systems","","99","2","10.1007/s10846-019-01106-x","Junchong MaHuimin LuJunhao XiaoZhiwen ZengZhiqiang Zheng","2020","http://link.springer.com/article/10.1007/s10846-019-01106-x","Article"
"Incremental Learning for Autonomous Navigation of Mobile Robots based on Deep Reinforcement Learning","Journal of Intelligent & Robotic Systems","","101","1","10.1007/s10846-020-01262-5","Manh LuongCuong Pham","2020","http://link.springer.com/article/10.1007/s10846-020-01262-5","Article"
"Deep Reinforcement Learning with Guaranteed Performance","Studies in Systems, Decision and Control","","","","10.1007/978-3-030-33384-3","Dr. Yinyan ZhangDr. Shuai LiDr. Xuefeng Zhou","2020","http://link.springer.com/book/10.1007/978-3-030-33384-3","Book"
"Neural Batch Sampling with Reinforcement Learning for Semi-supervised Anomaly Detection","Computer Vision – ECCV 2020","","","","10.1007/978-3-030-58574-7_45","Wen-Hsuan ChuKris M. Kitani","2020","http://link.springer.com/chapter/10.1007/978-3-030-58574-7_45","Chapter"
"A General Technique to Combine Off-Policy Reinforcement Learning Algorithms with Satellite Attitude Control","Proceedings of 2019 Chinese Intelligent Automation Conference","","","","10.1007/978-981-32-9050-1_80","Jian ZhangFengge WuJunsuo ZhaoFanjiang Xu","2020","http://link.springer.com/chapter/10.1007/978-981-32-9050-1_80","Chapter"
"Battery Management for Automated Warehouses via Deep Reinforcement Learning","Distributed Artificial Intelligence","","","","10.1007/978-3-030-64096-5_9","Yanchen DengBo AnZongmin QiuLiuxi LiYong WangYinghui Xu","2020","http://link.springer.com/chapter/10.1007/978-3-030-64096-5_9","Chapter"
"A Dynamically Feasible Fast Replanning Strategy with Deep Reinforcement Learning","Journal of Intelligent & Robotic Systems","","101","1","10.1007/s10846-020-01274-1","Mehmet HasanzadeEmre Koyuncu","2020","http://link.springer.com/article/10.1007/s10846-020-01274-1","Article"
"Distance-directed Target Searching for a Deep Visual Servo SMA Driven Soft Robot Using Reinforcement Learning","Journal of Bionic Engineering","","17","6","10.1007/s42235-020-0102-8","Wuji LiuZhongliang JingHan PanLingfeng QiaoHenry LeungWujun Chen","2020","http://link.springer.com/article/10.1007/s42235-020-0102-8","Article"
"An Improved Reinforcement Learning Based Heuristic Dynamic Programming Algorithm for Model-Free Optimal Control","Artificial Neural Networks and Machine Learning – ICANN 2020","","","","10.1007/978-3-030-61616-8_23","Jia LiZhaolin YuanXiaojuan Ban","2020","http://link.springer.com/chapter/10.1007/978-3-030-61616-8_23","Chapter"
"Deep Reinforcement Learning and Optimization Approach for Multi-echelon Supply Chain with Uncertain Demands","Computational Logistics","","","","10.1007/978-3-030-59747-4_38","Júlio César AlvesGeraldo Robson Mateus","2020","http://link.springer.com/chapter/10.1007/978-3-030-59747-4_38","Chapter"
"A Deep Reinforcement Learning Based Intrusion Detection System (DRL-IDS) for Securing Wireless Sensor Networks and Internet of Things","Wireless Internet","","","","10.1007/978-3-030-52988-8_7","Hafsa BenaddiKhalil IbrahimiAbderrahim BenslimaneJunaid Qadir","2020","http://link.springer.com/chapter/10.1007/978-3-030-52988-8_7","Chapter"
"Tuning of reinforcement learning parameters applied to SOP using the Scott–Knott method","Soft Computing","","24","6","10.1007/s00500-019-04206-w","André L. C. OttoniErivelton G. NepomucenoMarcos S. de OliveiraDaniela C. R. de Oliveira","2020","http://link.springer.com/article/10.1007/s00500-019-04206-w","Article"
"Data fusion using Bayesian theory and reinforcement learning method","Science China Information Sciences","","63","7","10.1007/s11432-019-2751-4","Tongle ZhouMou ChenChenguang YangZhiqiang Nie","2020","http://link.springer.com/article/10.1007/s11432-019-2751-4","Article"
"AI-Assisted Annotator Using Reinforcement Learning","SN Computer Science","","1","6","10.1007/s42979-020-00356-z","V. Ratna SaripalliDibyajyoti PatiMichael PotterGopal AvinashCharles W. Anderson","2020","http://link.springer.com/article/10.1007/s42979-020-00356-z","Article"
"Towards Real-Time Path Planning through Deep Reinforcement Learning for a UAV in Dynamic Environments","Journal of Intelligent & Robotic Systems","","98","2","10.1007/s10846-019-01073-3","Chao YanXiaojia XiangChang Wang","2020","http://link.springer.com/article/10.1007/s10846-019-01073-3","Article"
"Efficient Hybrid-Supervised Deep Reinforcement Learning for Person Following Robot","Journal of Intelligent & Robotic Systems","","97","2","10.1007/s10846-019-01030-0","Linzhuo PangYunzhou ZhangSonya ColemanHe Cao","2020","http://link.springer.com/article/10.1007/s10846-019-01030-0","Article"
"A Deep Reinforcement Learning Bidding Algorithm on Electricity Market","Journal of Thermal Science","","29","5","10.1007/s11630-020-1308-0","Shuai JiaZhongxue GanYugeng XiDewei LiShibei XueLimin Wang","2020","http://link.springer.com/article/10.1007/s11630-020-1308-0","Article"
"Uncertainty-Based Out-of-Distribution Detection in Deep Reinforcement Learning","Digitale Welt","","4","1","10.1007/s42354-019-0238-z","Andreas SedlmeierThomas GaborThomy PhanLenz Belzner","2020","http://link.springer.com/article/10.1007/s42354-019-0238-z","Article"
"Reinforcement Learning-Based Resource Allocation in Edge Computing","Artificial Intelligence and Security","","","","10.1007/978-3-030-57881-7_12","Qianyu XieXutao YangLaixin ChiXuejie ZhangJixian Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-57881-7_12","Chapter"
"A Long-Lasting Reinforcement Learning Intrusion Detection Model","Advanced Information Networking and Applications","","","","10.1007/978-3-030-44041-1_121","Roger Robson dos SantosEduardo Kugler ViegasAltair SantinVinicius Vielmo Cogo","2020","http://link.springer.com/chapter/10.1007/978-3-030-44041-1_121","Chapter"
"Variant Roth-Erev Reinforcement Learning Algorithm-Based Smart Generator Bidding as Agents in Electricity Market","Soft Computing for Problem Solving","","","","10.1007/978-981-15-0035-0_78","P. KiranK. R. M. Vijaya Chandrakala","2020","http://link.springer.com/chapter/10.1007/978-981-15-0035-0_78","Chapter"
"Accelerate Personalized IoT Service Provision by Cloud-Aided Edge Reinforcement Learning: A Case Study on Smart Lighting","Service-Oriented Computing","","","","10.1007/978-3-030-65310-1_6","Jun NaHanduo ZhangXin DengBin ZhangZiyi Ye","2020","http://link.springer.com/chapter/10.1007/978-3-030-65310-1_6","Chapter"
"Reinforcement Learning in Sports","Applied Machine Learning for Health and Fitness","","","","10.1007/978-1-4842-5772-2_10","Kevin Ashley","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5772-2_10","Chapter"
"Automated Clash Free Rebar Design in Precast Concrete Exterior Wall via Generative Adversarial Network and Multi-agent Reinforcement Learning","Advances in Artificial Intelligence, Software and Systems Engineering","","","","10.1007/978-3-030-20454-9_54","Pengkun LiuJiepeng LiuLiang FengWenbo WuHao Lan","2020","http://link.springer.com/chapter/10.1007/978-3-030-20454-9_54","Chapter"
"Secure Blockchain-Based Traffic Load Balancing Using Edge Computing and Reinforcement Learning","Blockchain Cybersecurity, Trust and Privacy","","","","10.1007/978-3-030-38181-3_6","Kevin TibaReza M. PariziQi ZhangAli DehghantanhaHadis KarimipourKim-Kwang Raymond Choo","2020","http://link.springer.com/chapter/10.1007/978-3-030-38181-3_6","Chapter"
"ArchSDN: a reinforcement learning-based autonomous OpenFlow controller with distributed management properties","SN Applied Sciences","","2","9","10.1007/s42452-020-03316-7","Carlos FerreiraSusana SargentoArnaldo Oliveira","2020","http://link.springer.com/article/10.1007/s42452-020-03316-7","Article"
"Reinforcement Learning in Dynamic Task Scheduling: A Review","SN Computer Science","","1","6","10.1007/s42979-020-00326-5","Chathurangi ShyalikaThushari SilvaAsoka Karunananda","2020","http://link.springer.com/article/10.1007/s42979-020-00326-5","Article"
"Reinforcement learning-based hybrid spectrum resource allocation scheme for the high load of URLLC services","EURASIP Journal on Wireless Communications and Networking","","2020","1","10.1186/s13638-020-01872-5","Qian HuangXianzhong XieMohamed Cheriet","2020","http://link.springer.com/article/10.1186/s13638-020-01872-5","Article"
"Deep Reinforcement Learning for Auto-optimization of I/O Accelerator Parameters","Benchmarking, Measuring, and Optimizing","","","","10.1007/978-3-030-49556-5_19","Trong-Ton PhamDennis Mintah Djan","2020","http://link.springer.com/chapter/10.1007/978-3-030-49556-5_19","Chapter"
"Safe and Goal-Based Highway Maneuver Planning with Reinforcement Learning","Advanced, Contemporary Control","","","","10.1007/978-3-030-50936-1_105","Mateusz OrłowskiTomasz WronaNikodem PankiewiczWojciech Turlej","2020","http://link.springer.com/chapter/10.1007/978-3-030-50936-1_105","Chapter"
"Safer Reinforcement Learning for Agents in Industrial Grid-Warehousing","Machine Learning, Optimization, and Data Science","","","","10.1007/978-3-030-64580-9_14","Per-Arne AndersenMorten GoodwinOle-Christoffer Granmo","2020","http://link.springer.com/chapter/10.1007/978-3-030-64580-9_14","Chapter"
"Investigating exploration for deep reinforcement learning of concentric tube robot control","International Journal of Computer Assisted Radiology and Surgery","","15","7","10.1007/s11548-020-02194-z","Keshav IyengarGeorge DwyerDanail Stoyanov","2020","http://link.springer.com/article/10.1007/s11548-020-02194-z","Article"
"Reinforcement Learning for Active Damping of Harmonically Excited Pendulum with Highly Nonlinear Actuator","Nonlinear Structures and Systems, Volume 1","","","","10.1007/978-3-030-12391-8_15","James D. TurnerLevi H. ManringBrian P. Mann","2020","http://link.springer.com/chapter/10.1007/978-3-030-12391-8_15","Chapter"
"Automated Vehicle Control at Freeway Lane-drops: a Deep Reinforcement Learning Approach","Journal of Big Data Analytics in Transportation","","2","2","10.1007/s42421-020-00021-0","Salaheldeen M. S. SelimanAdel W. SadekQing He","2020","http://link.springer.com/article/10.1007/s42421-020-00021-0","Article"
"Deep reinforcement learning in fluid mechanics: A promising method for both active flow control and shape optimization","Journal of Hydrodynamics","","32","2","10.1007/s42241-020-0028-y","Jean RabaultFeng RenWei ZhangHui TangHui Xu","2020","http://link.springer.com/article/10.1007/s42241-020-0028-y","Article"
"Adaptive and Online Control of Microgrids Using Multi-agent Reinforcement Learning","Microgrid Architectures, Control and Protection Methods","","","","10.1007/978-3-030-23723-3_24","Hossein ShayeghiAbdollah Younesi","2020","http://link.springer.com/chapter/10.1007/978-3-030-23723-3_24","Chapter"
"Reinforcement learning applied to airline revenue management","Journal of Revenue and Pricing Management","","19","5","10.1057/s41272-020-00228-4","Nicolas BondouxAnh Quan NguyenThomas FiigRodrigo Acuna-Agost","2020","http://link.springer.com/article/10.1057/s41272-020-00228-4","Article"
"Multi-agent Deep Reinforcement Learning for Pursuit-Evasion Game Scalability","Proceedings of 2019 Chinese Intelligent Systems Conference","","","","10.1007/978-981-32-9682-4_69","Lin XuBin HuZhihong GuanXinming ChengTao LiJiangwen Xiao","2020","http://link.springer.com/chapter/10.1007/978-981-32-9682-4_69","Chapter"
"Trajectory Planning of UAV in Unknown Dynamic Environment with Deep Reinforcement Learning","Proceedings of 2019 Chinese Intelligent Systems Conference","","","","10.1007/978-981-32-9686-2_54","Jia WangWeihong WangQian Wu","2020","http://link.springer.com/chapter/10.1007/978-981-32-9686-2_54","Chapter"
"Multiagent Reinforcement Learning","Encyclopedia of Systems and Control","","","","10.1007/978-1-4471-5102-9_100066-1","Jonathan P. HowDong-Ki KimSamir Wadhwania","2020","http://link.springer.com/referenceworkentry/10.1007/978-1-4471-5102-9_100066-1","ReferenceWorkEntry"
"GAMA: Graph Attention Multi-agent reinforcement learning algorithm for cooperation","Applied Intelligence","","50","12","10.1007/s10489-020-01755-8","Haoqiang ChenYadong LiuZongtan ZhouDewen HuMing Zhang","2020","http://link.springer.com/article/10.1007/s10489-020-01755-8","Article"
"Customized Dynamic Pricing for Air Cargo Network via Reinforcement Learning","Integrated Uncertainty in Knowledge Modelling and Decision Making","","","","10.1007/978-3-030-62509-2_18","Kannapha Amaruchkul","2020","http://link.springer.com/chapter/10.1007/978-3-030-62509-2_18","Chapter"
"Continuous Control in Deep Reinforcement Learning with Direct Policy Derivation from Q Network","Human Interaction, Emerging Technologies and Future Applications II","","","","10.1007/978-3-030-44267-5_25","Aydar AkhmetzyanovRauf YagfarovSalimzhan GafurovMikhail OstaninAlexandr Klimchik","2020","http://link.springer.com/chapter/10.1007/978-3-030-44267-5_25","Chapter"
"CostNet: An End-to-End Framework for Goal-Directed Reinforcement Learning","Artificial Intelligence XXXVII","","","","10.1007/978-3-030-63799-6_7","Per-Arne AndersenMorten GoodwinOle-Christoffer Granmo","2020","http://link.springer.com/chapter/10.1007/978-3-030-63799-6_7","Chapter"
"Robot Navigation System in Stochastic Environment Based on Reinforcement Learning on Lidar Data","Proceedings of 14th International Conference on Electromechanics and Robotics “Zavalishin's Readings”","","","","10.1007/978-981-13-9267-2_44","Dmitry DudarenkoArtem KovalevIvan TolstoyIrina Vatamaniuk","2020","http://link.springer.com/chapter/10.1007/978-981-13-9267-2_44","Chapter"
"Approximate Bayesian reinforcement learning based on estimation of plant","Autonomous Robots","","44","5","10.1007/s10514-020-09901-4","Kei SendaToru HishinumaYurika Tani","2020","http://link.springer.com/article/10.1007/s10514-020-09901-4","Article"
"Next Best View Planning via Reinforcement Learning for Scanning of Arbitrary 3D Shapes","Journal of Communications Technology and Electronics","","65","12","10.1134/S1064226920120141","S. G. PotapovaA. V. ArtemovS. V. SviridovD. A. MusatkinaD. N. ZorinE. V. Burnaev","2020","http://link.springer.com/article/10.1134/S1064226920120141","Article"
"Reinforcement Learning on Robot with Variational Auto-Encoder","Proceedings of the 11th International Conference on Modelling, Identification and Control (ICMIC2019)","","","","10.1007/978-981-15-0474-7_63","Yiwen ChenChenguang YangYing Feng","2020","http://link.springer.com/chapter/10.1007/978-981-15-0474-7_63","Chapter"
"Reinforcement learning with actor-critic for knowledge graph reasoning","Science China Information Sciences","","63","6","10.1007/s11432-018-9820-3","Linli ZhangDewei LiYugeng XiShuai Jia","2020","http://link.springer.com/article/10.1007/s11432-018-9820-3","Article"
"The Algorithm for UAV Obstacle Avoidance and Route Planning Based on Reinforcement Learning","Proceedings of the 11th International Conference on Modelling, Identification and Control (ICMIC2019)","","","","10.1007/978-981-15-0474-7_70","Jiantong LiuZhengjie WangZhide Zhang","2020","http://link.springer.com/chapter/10.1007/978-981-15-0474-7_70","Chapter"
"Scalable Multi-agent Reinforcement Learning Architecture for Semi-MDP Real-Time Strategy Games","Neural Computing for Advanced Applications","","","","10.1007/978-981-15-7670-6_36","Zhentao WangWeiwei WuZiyao Huang","2020","http://link.springer.com/chapter/10.1007/978-981-15-7670-6_36","Chapter"
"Joint optimization of power control and time slot allocation for wireless body area networks via deep reinforcement learning","Wireless Networks","","26","6","10.1007/s11276-020-02353-9","Lili WangGe ZhangJun LiGaoshang Lin","2020","http://link.springer.com/article/10.1007/s11276-020-02353-9","Article"
"PaccMannRL: Designing Anticancer Drugs From Transcriptomic Data via Reinforcement Learning","Research in Computational Molecular Biology","","","","10.1007/978-3-030-45257-5_18","Jannis BornMatteo ManicaAli OskooeiJoris CadowMaría Rodríguez Martínez","2020","http://link.springer.com/chapter/10.1007/978-3-030-45257-5_18","Chapter"
"Program Synthesis Using Deduction-Guided Reinforcement Learning","Computer Aided Verification","","","","10.1007/978-3-030-53291-8_30","Yanju ChenChenglong WangOsbert BastaniIsil DilligYu Feng","2020","http://link.springer.com/chapter/10.1007/978-3-030-53291-8_30","Chapter"
"Trajectory Planning for Automated Parking Systems Using Deep Reinforcement Learning","International Journal of Automotive Technology","","21","4","10.1007/s12239-020-0085-9","Zhuo DuQiheng MiaoChangfu Zong","2020","http://link.springer.com/article/10.1007/s12239-020-0085-9","Article"
"Deep Reinforcement Learning for Adaptive Cyber Defense and Attacker’s Pattern Identification","Advances in Cyber Security Analytics and Decision Systems","","","","10.1007/978-3-030-19353-9_2","Ahmad Hoirul BasoriSharaf Jameel Malebary","2020","http://link.springer.com/chapter/10.1007/978-3-030-19353-9_2","Chapter"
"Reinforcement Learning for Rack-Level Cooling","Mobile Wireless Middleware, Operating Systems and Applications","","","","10.1007/978-3-030-62205-3_16","Yanduo DuanJianxiong WanJie ZhouGaoxiang CongZeeshan RasheedTianyang Hua","2020","http://link.springer.com/chapter/10.1007/978-3-030-62205-3_16","Chapter"
"Federated Reinforcement Learning","Federated Learning","","","","10.1007/978-3-031-01585-4_9","Qiang YangYang LiuYong ChengYan KangTianjian ChenHan Yu","2020","http://link.springer.com/chapter/10.1007/978-3-031-01585-4_9","Chapter"
"A Trust and Energy-Aware Double Deep Reinforcement Learning Scheduling Strategy for Federated Learning on IoT Devices","Service-Oriented Computing","","","","10.1007/978-3-030-65310-1_23","Gaith RjoubOmar Abdel WahabJamal BentaharAhmed Bataineh","2020","http://link.springer.com/chapter/10.1007/978-3-030-65310-1_23","Chapter"
"Reinforcement learning and adaptive optimization of a class of Markov jump systems with completely unknown dynamic information","Neural Computing and Applications","","32","18","10.1007/s00521-019-04180-2","Shuping HeMaoguang ZhangHaiyang FangFei LiuXiaoli LuanZhengtao Ding","2020","http://link.springer.com/article/10.1007/s00521-019-04180-2","Article"
"Reinforcement Learning of Bimanual Robot Skills","Springer Tracts in Advanced Robotics","","","","10.1007/978-3-030-26326-3","Dr. Adrià ColoméProf. Carme Torras","2020","http://link.springer.com/book/10.1007/978-3-030-26326-3","Book"
"Comparing Knowledge-Based Reinforcement Learning to Neural Networks in a Strategy Game","Hybrid Artificial Intelligent Systems","","","","10.1007/978-3-030-61705-9_26","Liudmyla NechepurenkoViktor VossVyacheslav Gritsenko","2020","http://link.springer.com/chapter/10.1007/978-3-030-61705-9_26","Chapter"
"Deep Reinforcement Learning Based Personalized Health Recommendations","Deep Learning Techniques for Biomedical and Health Informatics","","","","10.1007/978-3-030-33966-1_12","Jayraj MulaniSachin HedaKalpan TumdiJitali PatelHitesh ChhinkaniwalaJigna Patel","2020","http://link.springer.com/chapter/10.1007/978-3-030-33966-1_12","Chapter"
"Path-Based Knowledge Graph Completion Combining Reinforcement Learning with Soft Rules","Advances in Natural Computation, Fuzzy Systems and Knowledge Discovery","","","","10.1007/978-3-030-32591-6_15","Wenting YuXiangnan MaLuyi Bai","2020","http://link.springer.com/chapter/10.1007/978-3-030-32591-6_15","Chapter"
