Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Survey of Model-Based Reinforcement Learning: Applications on Robotics","Journal of Intelligent & Robotic Systems","","86","2","10.1007/s10846-017-0468-y","Athanasios S. PolydorosLazaros Nalpantidis","2017","http://link.springer.com/article/10.1007/s10846-017-0468-y","Article"
"Multi-agent reinforcement learning based maintenance policy for a resource constrained flow line system","Journal of Intelligent Manufacturing","","27","2","10.1007/s10845-013-0864-5","Xiao WangHongwei WangChao Qi","2016","http://link.springer.com/article/10.1007/s10845-013-0864-5","Article"
"Learning to Transform Service Instructions into Actions with Reinforcement Learning and Knowledge Base","International Journal of Automation and Computing","","15","5","10.1007/s11633-018-1128-9","Meng-Yang ZhangGuo-Hui TianCi-Ci LiJing Gong","2018","http://link.springer.com/article/10.1007/s11633-018-1128-9","Article"
"Hierarchical multi-agent reinforcement learning","Autonomous Agents and Multi-Agent Systems","","13","2","10.1007/s10458-006-7035-4","Mohammad GhavamzadehSridhar MahadevanRajbala Makar","2006","http://link.springer.com/article/10.1007/s10458-006-7035-4","Article"
"In Situ Quality Monitoring in AM Using Acoustic Emission: A Reinforcement Learning Approach","Journal of Materials Engineering and Performance","","28","2","10.1007/s11665-018-3690-2","K. WasmerT. Le-QuangB. MeylanS. A. Shevchik","2019","http://link.springer.com/article/10.1007/s11665-018-3690-2","Article"
"Reinforcement Learning Techniques for Decentralized Self-adaptive Service Assembly","Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-44482-6_4","M. CaporuscioM. D’AngeloV. GrassiR. Mirandola","2016","http://link.springer.com/chapter/10.1007/978-3-319-44482-6_4","Chapter"
"A Deep Reinforcement Learning Strategy for UAV Autonomous Landing on a Moving Platform","Journal of Intelligent & Robotic Systems","","93","1 - 2","10.1007/s10846-018-0891-8","Alejandro Rodriguez-RamosCarlos SampedroHriday BavlePaloma de la PuentePascual Campoy","2019","http://link.springer.com/article/10.1007/s10846-018-0891-8","Article"
"Reinforcement learning versus heuristics for order acceptance on a single resource","Journal of Heuristics","","13","2","10.1007/s10732-006-9006-y","M. Mainegra HingA. van HartenP. C. Schuur","2007","http://link.springer.com/article/10.1007/s10732-006-9006-y","Article"
"Dynamic Scheduling of the Dual Stocker System Using Reinforcement Learning","Advances in Production Management Systems. Production Management for Data-Driven, Intelligent, Collaborative, and Sustainable Manufacturing","","","","10.1007/978-3-319-99704-9_59","Seol HwangSang Pyo HongYoung Jae Jang","2018","http://link.springer.com/chapter/10.1007/978-3-319-99704-9_59","Chapter"
"Reinforcement Learning-Enabled Intelligent Energy Management for Hybrid Electric Vehicles","Synthesis Lectures on Advances in Automotive Technology","","","","10.1007/978-3-031-01503-8","Teng Liu","2019","http://link.springer.com/book/10.1007/978-3-031-01503-8","Book"
"Deep Reinforcement Learning Based Task Offloading in SDN-Enabled Industrial Internet of Things","Artificial Intelligence for Communications and Networks","","","","10.1007/978-3-030-22971-9_37","Jiadai WangYurui CaoJiajia LiuYanning Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-22971-9_37","Chapter"
"Solving large scale disassembly line balancing problem with uncertainty using reinforcement learning","Journal of Intelligent Manufacturing","","25","4","10.1007/s10845-012-0711-0","Emre TuncelAbe ZeidSagar Kamarthi","2014","http://link.springer.com/article/10.1007/s10845-012-0711-0","Article"
"Towards Model-Based Reinforcement Learning for Industry-Near Environments","Artificial Intelligence XXXVI","","","","10.1007/978-3-030-34885-4_3","Per-Arne AndersenMorten GoodwinOle-Christoffer Granmo","2019","http://link.springer.com/chapter/10.1007/978-3-030-34885-4_3","Chapter"
"A Reinforcement Learning Based Approach for Welding Sequence Optimization","Transactions on Intelligent Welding Manufacturing","","","","10.1007/978-981-10-7043-3_2","Jesus Romero-HdzBaidya SahaGengis Toledo-RamirezIsmael Lopez-Juarez","2018","http://link.springer.com/chapter/10.1007/978-981-10-7043-3_2","Chapter"
"Supervisory Control for Rotary Kiln Temperature Based on Reinforcement Learning","Intelligent Control and Automation","","","","10.1007/978-3-540-37256-1_49","Xiaojie ZhouHeng YueTianyou ChaiBinhao Fang","2006","http://link.springer.com/chapter/10.1007/978-3-540-37256-1_49","Chapter"
"Reinforcement Learning Methods for Operations Research Applications: The Order Release Problem","Machine Learning, Optimization, and Data Science","","","","10.1007/978-3-030-13709-0_46","Manuel SchneckenreitherStefan Haeussler","2019","http://link.springer.com/chapter/10.1007/978-3-030-13709-0_46","Chapter"
"Approximate Optimal Stabilization Control of Servo Mechanisms based on Reinforcement Learning Scheme","International Journal of Control, Automation and Systems","","17","10","10.1007/s12555-018-0551-6","Yongfeng LvXuemei RenShuangyi HuHao Xu","2019","http://link.springer.com/article/10.1007/s12555-018-0551-6","Article"
"Reinforcement learning-based flow management of gas turbine parts under stochastic failures","The International Journal of Advanced Manufacturing Technology","","99","9 - 12","10.1007/s00170-018-2690-6","Michele CompareLuca BellaniEnrico CobelliEnrico Zio","2018","http://link.springer.com/article/10.1007/s00170-018-2690-6","Article"
"Cooperative reinforcement learning in topology-based multi-agent systems","Autonomous Agents and Multi-Agent Systems","","26","1","10.1007/s10458-011-9183-4","Dan XiaoAh-Hwee Tan","2013","http://link.springer.com/article/10.1007/s10458-011-9183-4","Article"
"Reinforcement Learning Based Algorithms for Average Cost Markov Decision Processes","Discrete Event Dynamic Systems","","17","1","10.1007/s10626-006-0003-y","Mohammed Shahid AbdullaShalabh Bhatnagar","2007","http://link.springer.com/article/10.1007/s10626-006-0003-y","Article"
"Reinforcement Learning and Robotics","Introduction to Deep Learning Business Applications for Developers","","","","10.1007/978-1-4842-3453-2_6","Armando VieiraBernardete Ribeiro","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3453-2_6","Chapter"
"A Reinforcement Learning Method of Obstacle Avoidance for Industrial Mobile Vehicles in Unknown Environments Using Neural Network","Proceedings of the 21st International Conference on Industrial Engineering and Engineering Management 2014","","","","10.2991/978-94-6239-102-4_136","Chen XIAA. EL KAMEL","2015","http://link.springer.com/chapter/10.2991/978-94-6239-102-4_136","Chapter"
"Develop e-Learning Platform for Reinforcement Learning on Temperature Sensor","Knowledge-Based Intelligent Information and Engineering Systems","","","","10.1007/978-3-540-74827-4_11","Wen-Jye Shyr","2007","http://link.springer.com/chapter/10.1007/978-3-540-74827-4_11","Chapter"
"An intelligent weld control strategy based on reinforcement learning approach","The International Journal of Advanced Manufacturing Technology","","100","9 - 12","10.1007/s00170-018-2864-2","Zeshi JinHaichao LiHongming Gao","2019","http://link.springer.com/article/10.1007/s00170-018-2864-2","Article"
"Asymptotic tracking by a reinforcement learning-based adaptive critic controller","Journal of Control Theory and Applications","","9","3","10.1007/s11768-011-0170-8","Shubhendu BhasinNitin SharmaParag PatreWarren Dixon","2011","http://link.springer.com/article/10.1007/s11768-011-0170-8","Article"
"Comparing Distributed Reinforcement Learning Approaches to Learn Agent Coordination","Advances in Artificial Intelligence — IBERAMIA 2002","","","","10.1007/3-540-36131-6_59","Reinaldo A.C. BianchiAnna H.R. Costa","2002","http://link.springer.com/chapter/10.1007/3-540-36131-6_59","Chapter"
"Common Structures in Resource Management as Driver for Reinforcement Learning: A Survey and Research Tracks","Machine Learning for Networking","","","","10.1007/978-3-030-19945-6_8","Yue JinDimitre KostadinovMakram BouzidArmen Aghasaryan","2019","http://link.springer.com/chapter/10.1007/978-3-030-19945-6_8","Chapter"
"Task Learning Based on Reinforcement Learning in Virtual Environment","Neural Information Processing","","","","10.1007/978-3-540-69162-4_26","Tadashi TsuboneKenichi KurimotoKoichi SugiyamaYasuhiro Wada","2008","http://link.springer.com/chapter/10.1007/978-3-540-69162-4_26","Chapter"
"Reinforcement Learning and Robust Control for Robot Compliance Tasks","Journal of Intelligent and Robotic Systems","","23","2 - 4","10.1023/A:1008083631190","Cheng-Peng KuanKuu-young Young","1998","http://link.springer.com/article/10.1023/A%3A1008083631190","Article"
"A Human-Robot Collaborative Reinforcement Learning Algorithm","Journal of Intelligent & Robotic Systems","","60","2","10.1007/s10846-010-9422-y","Uri KartounHelman SternYael Edan","2010","http://link.springer.com/article/10.1007/s10846-010-9422-y","Article"
"Multiscale Anticipatory Behavior by Hierarchical Reinforcement Learning","Anticipatory Behavior in Adaptive Learning Systems","","","","10.1007/978-3-642-02565-5_17","Matthias RunggerHao DingOlaf Stursberg","2009","http://link.springer.com/chapter/10.1007/978-3-642-02565-5_17","Chapter"
"Integration of Self-Organizing Feature Maps and reinforcement learning in robotics","Biological and Artificial Computation: From Neuroscience to Technology","","","","10.1007/BFb0032595","Enric CerveraAngel P. del Pobil","1997","http://link.springer.com/chapter/10.1007/BFb0032595","Chapter"
"A reinforcement learning approach to a single leg airline revenue management problem with multiple fare classes and overbooking","IIE Transactions","","34","9","10.1023/A:1015583703449","Abhijit GosaviNaveen BandlaTapas K. Das","2002","http://link.springer.com/article/10.1023/A%3A1015583703449","Article"
"A fuzzy reinforcement learning algorithm for inventory control in supply chains","The International Journal of Advanced Manufacturing Technology","","65","1 - 4","10.1007/s00170-012-4195-z","Mohammad Hossein Fazel ZarandiSeyed Vahid MoosaviMarzieh Zarinbal","2013","http://link.springer.com/article/10.1007/s00170-012-4195-z","Article"
"Identification of striatal cell assemblies suitable for reinforcement learning","BMC Neuroscience","","12","1","10.1186/1471-2202-12-S1-P228","Carlos Toledo-SuárezMan Yi YimArvind KumarAbigail Morrison","2011","http://link.springer.com/article/10.1186/1471-2202-12-S1-P228","Article"
"Solution to reinforcement learning problems with artificial potential field","Journal of Central South University of Technology","","15","4","10.1007/s11771-008-0104-x","Li-juan Xie 谢丽娟Guang-rong Xie 谢光荣Huan-wen Chen 陈焕文Xiao-li Li 李小俚","2008","http://link.springer.com/article/10.1007/s11771-008-0104-x","Article"
"Reinforcement Learning Based Precise Positioning Method for a Millimeters-Sized Omnidirectional Mobile Microrobot","Intelligent Robotics and Applications","","","","10.1007/978-3-540-88513-9_101","Jianghao LiZhenbo LiJiapin Chen","2008","http://link.springer.com/chapter/10.1007/978-3-540-88513-9_101","Chapter"
"Market Strategy Choices Made by Company Using Reinforcement Learning","Trends in Practical Applications of Agents and Multiagent Systems","","","","10.1007/978-3-642-19931-8_11","Dawid ChoduraPaweł DominikJarosław Koźlak","2011","http://link.springer.com/chapter/10.1007/978-3-642-19931-8_11","Chapter"
"Reinforcement Learning in Robotics: A Survey","Reinforcement Learning","","","","10.1007/978-3-642-27645-3_18","Jens KoberJan Peters","2012","http://link.springer.com/chapter/10.1007/978-3-642-27645-3_18","Chapter"
"A Review of Reinforcement Learning Methods","Data Mining and Knowledge Discovery Handbook","","","","10.1007/978-0-387-09823-4_20","Oded MaimonShahar Cohen","2010","http://link.springer.com/chapter/10.1007/978-0-387-09823-4_20","Chapter"
"Application of Deep Reinforcement Learning in Beam Offset Calibration of MEBT at C-ADS Injector-II","Frontier Computing","","","","10.1007/978-981-13-3648-5_3","Jinqiang WangXuhui YangBinbin YongQingguo ZhouYuan HeLihui LuoRui Zhou","2019","http://link.springer.com/chapter/10.1007/978-981-13-3648-5_3","Chapter"
"Robot Arm Control Method of Moving Below Object Based on Deep Reinforcement Learning","Methods and Applications for Modeling and Simulation of Complex Systems","","","","10.1007/978-981-15-1078-6_11","HeYu LiLiQin GuoGuoQiang ShiYingYing XiaoBi ZengTingYu LinZhengXuan Jia","2019","http://link.springer.com/chapter/10.1007/978-981-15-1078-6_11","Chapter"
"Mobile Robot Navigation Using Reinforcement Learning Based on Neural Network with Short Term Memory","Advanced Intelligent Computing","","","","10.1007/978-3-642-24728-6_28","Andrey V. GavrilovArtem Lenskiy","2012","http://link.springer.com/chapter/10.1007/978-3-642-24728-6_28","Chapter"
"What Is Acceptably Safe for Reinforcement Learning?","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-99229-7_35","John BraggIbrahim Habli","2018","http://link.springer.com/chapter/10.1007/978-3-319-99229-7_35","Chapter"
"A Multi-objective Reinforcement Learning Algorithm for JSSP","Artificial Neural Networks and Machine Learning – ICANN 2019: Theoretical Neural Computation","","","","10.1007/978-3-030-30487-4_44","Beatriz M. Méndez-HernándezErick D. Rodríguez-BazanYailen Martinez-JimenezPieter LibinAnn Nowé","2019","http://link.springer.com/chapter/10.1007/978-3-030-30487-4_44","Chapter"
"Comparison of Reinforcement Learning and Combinatorial Auctions","Dynamic Pricing and Automated Resource Allocation for Complex Information Services","","","","10.1007/978-3-540-68003-1_7","","2007","http://link.springer.com/chapter/10.1007/978-3-540-68003-1_7","Chapter"
"Obstacle Avoidance Path Planning for Mobile Robot Based on Ant-Q Reinforcement Learning Algorithm","Advances in Neural Networks – ISNN 2007","","","","10.1007/978-3-540-72383-7_83","Ngo Anh VienNguyen Hoang VietSeungGwan LeeTaeChoong Chung","2007","http://link.springer.com/chapter/10.1007/978-3-540-72383-7_83","Chapter"
"Capacity Requirements Planning for Production Companies Using Deep Reinforcement Learning","Artificial Intelligence Applications and Innovations","","","","10.1007/978-3-030-19823-7_21","Harald Schallner","2019","http://link.springer.com/chapter/10.1007/978-3-030-19823-7_21","Chapter"
"Towards the Intelligent Home: Using Reinforcement-Learning for Optimal Heating Control","KI 2013: Advances in Artificial Intelligence","","","","10.1007/978-3-642-40942-4_30","Alexander ZengerJochen SchmidtMichael Krödel","2013","http://link.springer.com/chapter/10.1007/978-3-642-40942-4_30","Chapter"
"An Introduction to Reinforcement Learning","The Biology and Technology of Intelligent Autonomous Agents","","","","10.1007/978-3-642-79629-6_5","Leslie Pack KaelblingMichael L. LittmanAndrew W. Moore","1995","http://link.springer.com/chapter/10.1007/978-3-642-79629-6_5","Chapter"
"Automatic control of cardiac ablation catheter with deep reinforcement learning method","Journal of Mechanical Science and Technology","","33","11","10.1007/s12206-019-1036-0","Hyeonseok YouEunKyung BaeYoungjin MoonJihoon KweonJaesoon Choi","2019","http://link.springer.com/article/10.1007/s12206-019-1036-0","Article"
"Bayesian Inverse Reinforcement Learning for Modeling Conversational Agents in a Virtual Environment","Computational Linguistics and Intelligent Text Processing","","","","10.1007/978-3-642-54906-9_41","Lina M. Rojas-BarahonaChristophe Cerisara","2014","http://link.springer.com/chapter/10.1007/978-3-642-54906-9_41","Chapter"
"Discrete-time dynamic graphical games: model-free reinforcement learning solution","Control Theory and Technology","","13","1","10.1007/s11768-015-3203-x","Mohammed I. AbouheafFrank L. LewisMagdi S. MahmoudDariusz G. Mikulski","2015","http://link.springer.com/article/10.1007/s11768-015-3203-x","Article"
"Recent Advances in Hierarchical Reinforcement Learning","Discrete Event Dynamic Systems","","13","4","10.1023/A:1025696116075","Andrew G. BartoSridhar Mahadevan","2003","http://link.springer.com/article/10.1023/A%3A1025696116075","Article"
"A Reinforcement Learning Based Algorithm for Robot Action Planning","Advances in Service and Industrial Robotics","","","","10.1007/978-3-030-00232-9_52","Marko ŠvacoBojan JerbićMateo PolančecFilip Šuligoj","2019","http://link.springer.com/chapter/10.1007/978-3-030-00232-9_52","Chapter"
"Algorithms for Reinforcement Learning","Synthesis Lectures on Artificial Intelligence and Machine Learning","","","","10.1007/978-3-031-01551-9","Csaba Szepesvári","2010","http://link.springer.com/book/10.1007/978-3-031-01551-9","Book"
"A Reinforcement Learning Approach for the Report Scheduling Process Under Multiple Constraints","Progress in Artificial Intelligence and Pattern Recognition","","","","10.1007/978-3-030-01132-1_26","Beatriz M. Méndez-HernándezJessica Coto PalacioYailen Martínez JiménezAnn NowéErick D. Rodríguez Bazan","2018","http://link.springer.com/chapter/10.1007/978-3-030-01132-1_26","Chapter"
"A Hierarchical Learning System Incorporating with Supervised, Unsupervised and Reinforcement Learning","Advances in Neural Networks – ISNN 2007","","","","10.1007/978-3-540-72383-7_48","Jinglu HuTakafumi SasakawaKotaro HirasawaHuiru Zheng","2007","http://link.springer.com/chapter/10.1007/978-3-540-72383-7_48","Chapter"
"A framework for distributed reinforcement learning","Adaption and Learning in Multi-Agent Systems","","","","10.1007/3-540-60923-7_21","Pan GuAnthony B. Maddox","1996","http://link.springer.com/chapter/10.1007/3-540-60923-7_21","Chapter"
"Evaluation of Batch-Mode Reinforcement Learning Methods for Solving DEC-MDPs with Changing Action Sets","Recent Advances in Reinforcement Learning","","","","10.1007/978-3-540-89722-4_7","Thomas GabelMartin Riedmiller","2008","http://link.springer.com/chapter/10.1007/978-3-540-89722-4_7","Chapter"
"Optimization in Brain? - Modeling Human Behavior and Brain Activation Patterns with Queuing Network and Reinforcement Learning Algorithms","Computational Neuroscience","","","","10.1007/978-0-387-88630-5_9","Changxu WuMarc BermanYili Liu","2010","http://link.springer.com/chapter/10.1007/978-0-387-88630-5_9","Chapter"
"Learning the Selection of Actions for an Autonomous Social Robot by Reinforcement Learning Based on Motivations","International Journal of Social Robotics","","3","4","10.1007/s12369-011-0113-z","Álvaro Castro-GonzálezMaría MalfazMiguel A. Salichs","2011","http://link.springer.com/article/10.1007/s12369-011-0113-z","Article"
"Direct Gradient-Based Reinforcement Learning for Robot Behavior Learning","Informatics in Control, Automation and Robotics II","","","","10.1007/978-1-4020-5626-0_21","Andres El-FakdiMarc CarrerasPere Ridao","2007","http://link.springer.com/chapter/10.1007/978-1-4020-5626-0_21","Chapter"
"Reinforcement Learning for Scheduling of Maintenance","Research and Development in Intelligent Systems XXVII","","","","10.1007/978-0-85729-130-1_31","Michael KnowlesDavid BagleeStefan Wermter","2011","http://link.springer.com/chapter/10.1007/978-0-85729-130-1_31","Chapter"
"Recent Advances in Hierarchical Reinforcement Learning","Discrete Event Dynamic Systems","","13","1 - 2","10.1023/A:1022140919877","Andrew G. BartoSridhar Mahadevan","2003","http://link.springer.com/article/10.1023/A%3A1022140919877","Article"
"Continuous Reinforcement Learning Algorithm for Skills Learning in an Autonomous Mobile Robot","Machine Learning and Robot Perception","","","","10.1007/11504634_4","Ma Jesús López BoadaRamón BarberVerónica EgidoMiguel Ángel Salichs","2005","http://link.springer.com/chapter/10.1007/11504634_4","Chapter"
"Path Planning of Maritime Autonomous Surface Ships in Unknown Environment with Reinforcement Learning","Cognitive Systems and Signal Processing","","","","10.1007/978-981-13-7986-4_12","Chengbo WangXinyu ZhangRuijie LiPeifang Dong","2019","http://link.springer.com/chapter/10.1007/978-981-13-7986-4_12","Chapter"
"Business Process Optimization with Reinforcement Learning","Business Modeling and Software Design","","","","10.1007/978-3-030-24854-3_13","Johan Silvander","2019","http://link.springer.com/chapter/10.1007/978-3-030-24854-3_13","Chapter"
"Control of Nameplate Pasting Robot for Sand Mold Based on Deep Reinforcement Learning","Intelligent Robotics and Applications","","","","10.1007/978-3-030-27529-7_32","Guiben TuoTe LiHaibo QinBin HuangKuo LiuYongqing Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-27529-7_32","Chapter"
"A Reinforcement Learning Based Workflow Application Scheduling Approach in Dynamic Cloud Environment","Collaborative Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-030-00916-8_12","Yi WeiDaniel KudenkoShijun LiuLi PanLei WuXiangxu Meng","2018","http://link.springer.com/chapter/10.1007/978-3-030-00916-8_12","Chapter"
"A study on the optimal route design considering time of mobile robot using recurrent neural network and reinforcement learning","Journal of Mechanical Science and Technology","","32","10","10.1007/s12206-018-0941-y","Min Hyuk WooSoo-Hong LeeHye Min Cha","2018","http://link.springer.com/article/10.1007/s12206-018-0941-y","Article"
"Optimal preventive maintenance policy based on reinforcement learning of a fleet of military trucks","Journal of Intelligent Manufacturing","","30","1","10.1007/s10845-016-1237-7","Stephane R. A. BardeSoumaya YacoutHayong Shin","2019","http://link.springer.com/article/10.1007/s10845-016-1237-7","Article"
"A Novel Multi-robot Coordination Method Based on Reinforcement Learning","Advanced Intelligent Computing Theories and Applications. With Aspects of Theoretical and Methodological Issues","","","","10.1007/978-3-540-87442-3_148","Jian FanMinRui FeiLiKang ShaoFeng Huang","2008","http://link.springer.com/chapter/10.1007/978-3-540-87442-3_148","Chapter"
"Path Planning for a Statically Stable Biped Robot Using PRM and Reinforcement Learning","Journal of Intelligent and Robotic Systems","","47","3","10.1007/s10846-006-9071-3","Prasad KulkarniDip GoswamiPrithwijit GuhaAshish Dutta","2006","http://link.springer.com/article/10.1007/s10846-006-9071-3","Article"
"Utilization of Deep Reinforcement Learning for Saccadic-Based Object Visual Search","Automation 2017","","","","10.1007/978-3-319-54042-9_56","Tomasz KornutaKamil Rocki","2017","http://link.springer.com/chapter/10.1007/978-3-319-54042-9_56","Chapter"
"Reinforcement Learning Control of a Real Mobile Robot Using Approximate Policy Iteration","Advances in Neural Networks – ISNN 2009","","","","10.1007/978-3-642-01513-7_30","Pengcheng ZhangXin XuChunming LiuQiping Yuan","2009","http://link.springer.com/chapter/10.1007/978-3-642-01513-7_30","Chapter"
"A Novel Neural Network Based Reinforcement Learning","Bio-Inspired Computational Intelligence and Applications","","","","10.1007/978-3-540-74769-7_6","Jian FanYang SongMinRui FeiQijie Zhao","2007","http://link.springer.com/chapter/10.1007/978-3-540-74769-7_6","Chapter"
"Reinforcement Learning Techniques for the Control of WasteWater Treatment Plants","New Challenges on Bioinspired Applications","","","","10.1007/978-3-642-21326-7_24","Felix Hernandez-del-OlmoElena Gaudioso","2011","http://link.springer.com/chapter/10.1007/978-3-642-21326-7_24","Chapter"
"Neuro-fuzzy gait synthesis with reinforcement learning for a biped walking robot","Soft Computing","","4","4","10.1007/s005000000053","C. Zhou","2000","http://link.springer.com/article/10.1007/s005000000053","Article"
"Inverse reinforcement learning control for trajectory tracking of a multirotor UAV","International Journal of Control, Automation and Systems","","15","4","10.1007/s12555-015-0483-3","Seungwon ChoiSuseong KimH. Jin Kim","2017","http://link.springer.com/article/10.1007/s12555-015-0483-3","Article"
"Reinforcement Learning for Dynamic Pricing and Automated Resource Allocation","Dynamic Pricing and Automated Resource Allocation for Complex Information Services","","","","10.1007/978-3-540-68003-1_4","","2007","http://link.springer.com/chapter/10.1007/978-3-540-68003-1_4","Chapter"
"Dynamic Pricing of Information Products Based on Reinforcement Learning: A Yield-Management Approach","KI 2002: Advances in Artificial Intelligence","","","","10.1007/3-540-45751-8_4","Michael SchwindOliver Wendt","2002","http://link.springer.com/chapter/10.1007/3-540-45751-8_4","Chapter"
"UCRLF: unified constrained reinforcement learning framework for phase-aware architectures for autonomous vehicle signaling and trajectory optimization","Evolutionary Intelligence","","12","4","10.1007/s12065-019-00278-7","Chiranjib Sur","2019","http://link.springer.com/article/10.1007/s12065-019-00278-7","Article"
"Reinforcement Learning for Cooperating and Communicating Reactive Agents in Electrical Power Grids","Balancing Reactivity and Social Deliberation in Multi-Agent Systems","","","","10.1007/3-540-44568-4_9","Martin RiedmillerAndrew MooreJeff Schneider","2001","http://link.springer.com/chapter/10.1007/3-540-44568-4_9","Chapter"
"Risk-Based Interoperability Testing Using Reinforcement Learning","Testing Software and Systems","","","","10.1007/978-3-319-47443-4_4","André ReichstallerBenedikt EberhardingerAlexander KnappWolfgang ReifMarcel Gehlen","2016","http://link.springer.com/chapter/10.1007/978-3-319-47443-4_4","Chapter"
"A Sensitivity View of Markov Decision Processes and Reinforcement Learning","Modeling, Control and Optimization of Complex Systems","","","","10.1007/978-1-4615-1139-7_11","Xi-Ren Cao","2003","http://link.springer.com/chapter/10.1007/978-1-4615-1139-7_11","Chapter"
"Control Optimization with Reinforcement Learning","Simulation-Based Optimization","","","","10.1007/978-1-4757-3766-0_9","Abhijit Gosavi","2003","http://link.springer.com/chapter/10.1007/978-1-4757-3766-0_9","Chapter"
"A Hierarchical Path Planning Approach Based on Reinforcement Learning for Mobile Robots","Intelligence Science and Big Data Engineering","","","","10.1007/978-3-642-42057-3_50","Qi GuoLei ZuoRui ZhengXin Xu","2013","http://link.springer.com/chapter/10.1007/978-3-642-42057-3_50","Chapter"
"Hybrid Reinforcement Learning and Uneven Generalization of Learning Space Method for Robot Obstacle Avoidance","Proceedings of 2013 Chinese Intelligent Automation Conference","","","","10.1007/978-3-642-38460-8_20","Jianghao LiWeihong BiMingda Li","2013","http://link.springer.com/chapter/10.1007/978-3-642-38460-8_20","Chapter"
