Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Skill Learning for Robotic Insertion Based on One-shot Demonstration and Reinforcement Learning","International Journal of Automation and Computing","","18","3","10.1007/s11633-021-1290-3","Ying LiDe Xu","2021","http://link.springer.com/article/10.1007/s11633-021-1290-3","Article"
"Multi-Agent Reinforcement Learning for the Energy Optimization of Cyber-Physical Production Systems","Artificial Intelligence in Industry 4.0","","","","10.1007/978-3-030-61045-6_11","Jupiter BakakeuSchirin BaerHans-Henning KlosJoern PeschkeMatthias BrossogJoerg Franke","2021","http://link.springer.com/chapter/10.1007/978-3-030-61045-6_11","Chapter"
"Reinforcement learning methods based on GPU accelerated industrial control hardware","Neural Computing and Applications","","33","18","10.1007/s00521-021-05848-4","Alexander SchmidtFlorian SchellrothMarc FischerLukas AllimantOliver Riedel","2021","http://link.springer.com/article/10.1007/s00521-021-05848-4","Article"
"Reinforcement Learning: An Industrial Perspective","Handbook of Reinforcement Learning and Control","","","","10.1007/978-3-030-60990-0_21","Amit Surana","2021","http://link.springer.com/chapter/10.1007/978-3-030-60990-0_21","Chapter"
"Reinforcement Learning Strategy Based on Multimodal Representations for High-Precision Assembly Tasks","Intelligent Robotics and Applications","","","","10.1007/978-3-030-89095-7_6","Ajian LiRuikai LiuXiansheng YangYunjiang Lou","2021","http://link.springer.com/chapter/10.1007/978-3-030-89095-7_6","Chapter"
"Dynamic Scheduling in a Flow Shop Using Deep Reinforcement Learning","Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","","","","10.1007/978-3-030-85874-2_16","Maria Grazia MarchesanoGuido GuizziLiberatina Carmela SantilloSilvestro Vespoli","2021","http://link.springer.com/chapter/10.1007/978-3-030-85874-2_16","Chapter"
"DeepHaul: a deep learning and reinforcement learning-based smart automation framework for dump trucks","Progress in Artificial Intelligence","","10","2","10.1007/s13748-021-00233-7","Danish AliSamuel Frimpong","2021","http://link.springer.com/article/10.1007/s13748-021-00233-7","Article"
"Hole-Peg Assembly Strategy Based on Deep Reinforcement Learning","Cognitive Systems and Signal Processing","","","","10.1007/978-981-16-2336-3_2","Xiaodong ZhangPengchao Ding","2021","http://link.springer.com/chapter/10.1007/978-981-16-2336-3_2","Chapter"
"Development of a Reinforcement Learning System to Solve the Job Shop Problem","Intelligent Systems Design and Applications","","","","10.1007/978-3-030-71187-0_43","Bruno CunhaAna MadureiraBenjamim Fonseca","2021","http://link.springer.com/chapter/10.1007/978-3-030-71187-0_43","Chapter"
"Optimization Algorithm for Cooperative Assembly Sequence of Truss Structure Based on Reinforcement Learning","Intelligent Robotics and Applications","","","","10.1007/978-3-030-89092-6_43","Jie YinMeng ChenTao Zhang","2021","http://link.springer.com/chapter/10.1007/978-3-030-89092-6_43","Chapter"
"An adaptive adjustment strategy for bolt posture errors based on an improved reinforcement learning algorithm","Applied Intelligence","","51","6","10.1007/s10489-020-01906-x","Wentao LuoJianfu ZhangPingfa FengHaochen LiuDingwen YuZhijun Wu","2021","http://link.springer.com/article/10.1007/s10489-020-01906-x","Article"
"Deep Reinforcement Learning Based Intelligent Job Batching in Industrial Internet of Things","Wireless Algorithms, Systems, and Applications","","","","10.1007/978-3-030-86130-8_38","Chengling JiangZihui LuoLiang LiuXiaolong Zheng","2021","http://link.springer.com/chapter/10.1007/978-3-030-86130-8_38","Chapter"
"Solving the Job Shop Scheduling Problem with Reinforcement Learning: A Statistical Analysis","Intelligent Systems Design and Applications","","","","10.1007/978-3-030-71187-0_55","Bruno CunhaAna MadureiraBenjamim Fonseca","2021","http://link.springer.com/chapter/10.1007/978-3-030-71187-0_55","Chapter"
"A Reinforcement Learning Approach to Inventory Management","Advances in Artificial Intelligence and Data Engineering","","","","10.1007/978-981-15-3514-7_23","Apoorva GokhaleChirag TrasikarAnkit ShahArpita HegdeSowmiya Raksha Naik","2021","http://link.springer.com/chapter/10.1007/978-981-15-3514-7_23","Chapter"
"Reinforcement learning-based collision-free path planner for redundant robot in narrow duct","Journal of Intelligent Manufacturing","","32","2","10.1007/s10845-020-01582-1","Xiaotong HuaGuolei WangJing XuKen Chen","2021","http://link.springer.com/article/10.1007/s10845-020-01582-1","Article"
"Deep Learning and Reinforcement Learning for Autonomous Unmanned Aerial Systems: Roadmap for Theory to Deployment","Deep Learning for Unmanned Systems","","","","10.1007/978-3-030-77939-9_2","Jithin JagannathAnu JagannathSean FurmanTyler Gwin","2021","http://link.springer.com/chapter/10.1007/978-3-030-77939-9_2","Chapter"
"Assessing Explainability in Reinforcement Learning","Explainable and Transparent AI and Multi-Agent Systems","","","","10.1007/978-3-030-82017-6_14","Amber E. ZelvelderMarcus WestbergKary Främling","2021","http://link.springer.com/chapter/10.1007/978-3-030-82017-6_14","Chapter"
"Reinforcement learning and neural network-based artificial intelligence control algorithm for self-balancing quadruped robot","Journal of Mechanical Science and Technology","","35","1","10.1007/s12206-020-1230-0","Chenghwa LeeDawn An","2021","http://link.springer.com/article/10.1007/s12206-020-1230-0","Article"
"An Agent-Based Architecture Using Deep Reinforcement Learning for the Intelligent Internet of Things Applications","Advances on Smart and Soft Computing","","","","10.1007/978-981-15-6048-4_24","Dhouha Ben NoureddineMoez KrichenSeifeddine MechtiTarik NahhalWilfried Yves Hamilton Adoni","2021","http://link.springer.com/chapter/10.1007/978-981-15-6048-4_24","Chapter"
"Smart Short Term Capacity Planning: A Reinforcement Learning Approach","Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","","","","10.1007/978-3-030-85874-2_27","Manuel SchneckenreitherSebastian WindmuellerStefan Haeussler","2021","http://link.springer.com/chapter/10.1007/978-3-030-85874-2_27","Chapter"
"Deep Reinforcement Learning-Based Resource Allocation for Smart Grid in RAN Network Slice","Advances in Wireless Communications and Applications","","","","10.1007/978-981-15-5697-5_24","Mingyue LiuYang WangSachula MengXiongwen ZhaoSuiyan Geng","2021","http://link.springer.com/chapter/10.1007/978-981-15-5697-5_24","Chapter"
"Positioning of the Robotic Arm Using Different Reinforcement Learning Algorithms","International Journal of Control, Automation and Systems","","19","4","10.1007/s12555-020-0069-6","Tymoteusz LindnerAndrzej MileckiDaniel Wyrwał","2021","http://link.springer.com/article/10.1007/s12555-020-0069-6","Article"
"Reinforcement Learning versus Conventional Control for Controlling a Planar Bi-rotor Platform with Tail Appendage","Journal of Intelligent & Robotic Systems","","102","4","10.1007/s10846-021-01412-3","Halil Ibrahim UgurluSinan KalkanAfsar Saranli","2021","http://link.springer.com/article/10.1007/s10846-021-01412-3","Article"
"Deep Reinforcement Learning Techniques in Diversified Domains: A Survey","Archives of Computational Methods in Engineering","","28","7","10.1007/s11831-021-09552-3","Surbhi GuptaGaurav SingalDeepak Garg","2021","http://link.springer.com/article/10.1007/s11831-021-09552-3","Article"
"Intelligent Transportation System: The Applicability of Reinforcement Learning Algorithms and Models","Advances in Computing and Network Communications","","","","10.1007/978-981-33-6977-1_41","S. P. KrishnendhuPrabu Mohandas","2021","http://link.springer.com/chapter/10.1007/978-981-33-6977-1_41","Chapter"
"Deep Reinforcement Learning for IoT Interoperability","Advances in Automotive Production Technology – Theory and Application","","","","10.1007/978-3-662-62962-8_23","Sebastian KlöserSebastian KotsteinRobin ReubenTimo ZerrerChristian Decker","2021","http://link.springer.com/chapter/10.1007/978-3-662-62962-8_23","Chapter"
"Aerial filming with synchronized drones using reinforcement learning","Multimedia Tools and Applications","","80","12","10.1007/s11042-020-10388-5","Kenneth C. W GohRaymond B. C NgYoke-Keong WongNicholas J. H HoMatthew C. H Chua","2021","http://link.springer.com/article/10.1007/s11042-020-10388-5","Article"
"Reinforcement Learning Algorithms: Analysis and Applications","Studies in Computational Intelligence","","","","10.1007/978-3-030-41188-6","Boris BelousovHany AbdulsamadPascal KlinkDr. Simone ParisiProf. Jan Peters","2021","http://link.springer.com/book/10.1007/978-3-030-41188-6","Book"
"Reinforcement Learning for Uncooperative Space Objects Smart Imaging Path-Planning","The Journal of the Astronautical Sciences","","68","4","10.1007/s40295-021-00288-7","Andrea BrandonisioMichèle LavagnaDavide Guzzetti","2021","http://link.springer.com/article/10.1007/s40295-021-00288-7","Article"
"Control of Industrial AGV Based on Reinforcement Learning","15th International Conference on Soft Computing Models in Industrial and Environmental Applications (SOCO 2020)","","","","10.1007/978-3-030-57802-2_62","Jesus Enrique Sierra-GarcíaMatilde Santos","2021","http://link.springer.com/chapter/10.1007/978-3-030-57802-2_62","Chapter"
"Acquiring reusable skills in intrinsically motivated reinforcement learning","Journal of Intelligent Manufacturing","","32","8","10.1007/s10845-020-01629-3","Marzieh Davoodabadi FarahaniNasser Mozayani","2021","http://link.springer.com/article/10.1007/s10845-020-01629-3","Article"
"Network Topology-Traceable Fault Recovery Framework with Reinforcement Learning","Advanced Information Networking and Applications","","","","10.1007/978-3-030-75100-5_34","Tatsuji MiyamotoGenichi MoriYusuke SuzukiTomohiro Otani","2021","http://link.springer.com/chapter/10.1007/978-3-030-75100-5_34","Chapter"
"Portfolio management system in equity market neutral using reinforcement learning","Applied Intelligence","","51","11","10.1007/s10489-021-02262-0","Mu-En WuJia-Hao SyuJerry Chun-Wei LinJan-Ming Ho","2021","http://link.springer.com/article/10.1007/s10489-021-02262-0","Article"
"Adaptive Reinforcement Learning Strategy with Sliding Mode Control for Unknown and Disturbed Wheeled Inverted Pendulum","International Journal of Control, Automation and Systems","","19","2","10.1007/s12555-019-0912-9","Phuong Nam DaoYen-Chen Liu","2021","http://link.springer.com/article/10.1007/s12555-019-0912-9","Article"
"Optimization of Spirulina sp. cultivation using reinforcement learning with state prediction based on LSTM neural network","Journal of Applied Phycology","","33","5","10.1007/s10811-021-02488-y","Yen Thi-Thai DoanMinh-Tri HoHuu-Kim NguyenHuy-Dung Han","2021","http://link.springer.com/article/10.1007/s10811-021-02488-y","Article"
"Optimal Control of Energy Pipeline Systems Based on Deep Reinforcement Learning","'Smart Technologies' for Society, State and Economy","","","","10.1007/978-3-030-59126-7_148","Alexander BelinskyValentin Afanasev","2021","http://link.springer.com/chapter/10.1007/978-3-030-59126-7_148","Chapter"
"Hybrid Data Science and Reinforcement Learning in Data Envelopment Analysis","Data-Enabled Analytics","","","","10.1007/978-3-030-75162-3_4","Chia-Yen LeeYu-Hsin HungYen-Wen Chen","2021","http://link.springer.com/chapter/10.1007/978-3-030-75162-3_4","Chapter"
"In-Hand Manipulation via Deep Reinforcement Learning for Industrial Robots","Multibody Mechatronic Systems","","","","10.1007/978-3-030-60372-4_25","Leonardo V. O. ToledoGustavo Jose Giardini LahrGlauco A. P. Caurin","2021","http://link.springer.com/chapter/10.1007/978-3-030-60372-4_25","Chapter"
"Attitude Control in Unmanned Aerial Vehicles Using Reinforcement Learning—A Survey","Congress on Intelligent Systems","","","","10.1007/978-981-33-6984-9_40","Varun AgarwalRajiv Ranjan Tewari","2021","http://link.springer.com/chapter/10.1007/978-981-33-6984-9_40","Chapter"
"Challenges of real-world reinforcement learning: definitions, benchmarks and analysis","Machine Learning","","110","9","10.1007/s10994-021-05961-4","Gabriel Dulac-ArnoldNir LevineDaniel J. MankowitzJerry LiCosmin PaduraruSven GowalTodd Hester","2021","http://link.springer.com/article/10.1007/s10994-021-05961-4","Article"
"Playing Doom with Anticipator-A3C Based Agents Using Deep Reinforcement Learning and the ViZDoom Game-AI Research Platform","Deep Learning for Unmanned Systems","","","","10.1007/978-3-030-77939-9_15","Adil KhanMuhammad NaeemAsad Masood KhattakMuhammad Zubair AsgharAbdul Haseeb Malik","2021","http://link.springer.com/chapter/10.1007/978-3-030-77939-9_15","Chapter"
"Using Reinforcement Learning for Generating Polynomial Models to Explain Complex Data","SN Computer Science","","2","2","10.1007/s42979-021-00488-w","Niclas StåhlGunnar MathiasonDellainey Alcacoas","2021","http://link.springer.com/article/10.1007/s42979-021-00488-w","Article"
"Skills Gap is a Reflection of What We Value: A Reinforcement Learning Interactive Conceptual Skill Development Framework for Indian University","Intelligent Human Computer Interaction","","","","10.1007/978-3-030-68449-5_27","Pankaj VelavanBilly JacobAbhishek Kaushik","2021","http://link.springer.com/chapter/10.1007/978-3-030-68449-5_27","Chapter"
"Testing self-healing cyber-physical systems under uncertainty with reinforcement learning: an empirical study","Empirical Software Engineering","","26","3","10.1007/s10664-021-09941-z","Tao MaShaukat AliTao Yue","2021","http://link.springer.com/article/10.1007/s10664-021-09941-z","Article"
"Transfer Learning for Multiagent Reinforcement Learning Systems","Synthesis Lectures on Artificial Intelligence and Machine Learning","","","","10.1007/978-3-031-01591-5","Felipe Leno da SilvaAnna Helena Reali Costa","2021","http://link.springer.com/book/10.1007/978-3-031-01591-5","Book"
"A dynamic clustering technique based on deep reinforcement learning for Internet of vehicles","Journal of Intelligent Manufacturing","","32","3","10.1007/s10845-020-01722-7","Abida SharifJian Ping LiMuhammad Asim SaleemGunasekaran ManogranSeifedine KadryAbdul BasitMuhammad Attique Khan","2021","http://link.springer.com/article/10.1007/s10845-020-01722-7","Article"
"Real-Time Order Scheduling in Credit Factories: A Multi-agent Reinforcement Learning Approach","Intelligent Computing and Block Chain","","","","10.1007/978-981-16-1160-5_36","Chaoqi HuangRunbang CuiJiang DengNing Jia","2021","http://link.springer.com/chapter/10.1007/978-981-16-1160-5_36","Chapter"
"Psychophysics-Based Cognitive Reinforcement Learning to Optimize Human-Robot Interaction in Power-Assisted Object Manipulation","Intelligent Human Systems Integration 2021","","","","10.1007/978-3-030-68017-6_9","S. M. Mizanoor Rahman","2021","http://link.springer.com/chapter/10.1007/978-3-030-68017-6_9","Chapter"
"Deep Reinforcement Learning Applied to a Robotic Pick-and-Place Application","Optimization, Learning Algorithms and Applications","","","","10.1007/978-3-030-91885-9_18","Natanael Magno GomesFelipe N. MartinsJosé LimaHeinrich Wörtche","2021","http://link.springer.com/chapter/10.1007/978-3-030-91885-9_18","Chapter"
"DOREP 2.0: An Upgraded Version of Robot Control Teaching Experimental Platform with Reinforcement Learning and Visual Analysis","Intelligent Robotics and Applications","","","","10.1007/978-3-030-89098-8_12","Shuai WangLujun LiZhen ZhangHualiang Zhang","2021","http://link.springer.com/chapter/10.1007/978-3-030-89098-8_12","Chapter"
"Exploring the Landscapes and Emerging Trends of Reinforcement Learning from 1990 to 2020: A Bibliometric Analysis","Advances in Swarm Intelligence","","","","10.1007/978-3-030-78811-7_35","Li ZengXiaoqing YinYang LiZili Li","2021","http://link.springer.com/chapter/10.1007/978-3-030-78811-7_35","Chapter"
"Application of Dynamic Management of 5G Network Slice Resource Based on Reinforcement Learning in Smart Grid","The 10th International Conference on Computer Engineering and Networks","","","","10.1007/978-981-15-8462-6_169","Guanghuai ZhaoMingshi WenJiakai HaoTianxiang Hai","2021","http://link.springer.com/chapter/10.1007/978-981-15-8462-6_169","Chapter"
"Reinforcement learning in local energy markets","Energy Informatics","","4","1","10.1186/s42162-021-00141-z","Samrat BoseEnrique KremersEsther Marie MengelkampJan EberbachChristof Weinhardt","2021","http://link.springer.com/article/10.1186/s42162-021-00141-z","Article"
"Reinforcement Learning in a Cournot Oligopoly Model","Computational Economics","","58","4","10.1007/s10614-020-09982-4","Junyi Xu","2021","http://link.springer.com/article/10.1007/s10614-020-09982-4","Article"
"Reinforcement Learning for Layout Planning – Modelling the Layout Problem as MDP","Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","","","","10.1007/978-3-030-85906-0_52","Hendrik UngerFrank Börner","2021","http://link.springer.com/chapter/10.1007/978-3-030-85906-0_52","Chapter"
"Optimal Control and Reinforcement Learning for Robot: A Survey","Collaborative Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-030-92635-9_4","Haodong FengLei YuYuqing Chen","2021","http://link.springer.com/chapter/10.1007/978-3-030-92635-9_4","Chapter"
"Reinforcement Learning-Based Resource Allocation for Adaptive Transmission and Retransmission Scheme for URLLC in 5G","Advances in Machine Learning and Computational Intelligence","","","","10.1007/978-981-15-5243-4_13","Annapurna PradhanSusmita Das","2021","http://link.springer.com/chapter/10.1007/978-981-15-5243-4_13","Chapter"
"Cluster-Based Deep Contextual Reinforcement Learning for Top-k Recommendations","Proceedings of the International Conference on Computing and Communication Systems","","","","10.1007/978-981-33-4084-8_12","Anubha KabraAnu AgarwalAnil Singh Parihar","2021","http://link.springer.com/chapter/10.1007/978-981-33-4084-8_12","Chapter"
"Deep Reinforcement Learning Cloud-Edge-Terminal Computation Resource Allocation Mechanism for IoT","The 10th International Conference on Computer Engineering and Networks","","","","10.1007/978-981-15-8462-6_177","Xinjian ShuLijie WuXiaoyang QinRunhua YangYangyang WuDequan WangBoxian Liao","2021","http://link.springer.com/chapter/10.1007/978-981-15-8462-6_177","Chapter"
"Method for Reconfiguring Kinematic Structure of Modular Robots Using Deep Reinforcement Learning","Data Science and Intelligent Systems","","","","10.1007/978-3-030-90321-3_36","Dmitry BlinovIrina VatamaniukAnton Saveliev","2021","http://link.springer.com/chapter/10.1007/978-3-030-90321-3_36","Chapter"
"Smart Entrepreneurial Systems: An Application of Deep Reinforcement Learning in Improving Entrepreneurship Mentorship","Advances in Information and Communication","","","","10.1007/978-3-030-73103-8_33","Kaveh AbhariDavid WilliamsPooja PawarKashish Panjwani","2021","http://link.springer.com/chapter/10.1007/978-3-030-73103-8_33","Chapter"
"Energy-Efficient Multi-UAV-Enabled Computation Offloading for Industrial Internet of Things via Deep Reinforcement Learning","Artificial Intelligence for Communications and Networks","","","","10.1007/978-3-030-69066-3_26","Shuo ShiMeng WangXuemai Gu","2021","http://link.springer.com/chapter/10.1007/978-3-030-69066-3_26","Chapter"
"Electric Vehicle Steering Design and Automated Control Using CNN and Reinforcement Learning","Soft Computing and Signal Processing","","","","10.1007/978-981-33-6912-2_46","L. S. NagasaiV. J. SriprasathV. V. SajithVariyarV. SowmyaK. AnikethT. V. SarathK. P. Soman","2021","http://link.springer.com/chapter/10.1007/978-981-33-6912-2_46","Chapter"
"Autonomous computation offloading and auto-scaling the in the mobile fog computing: a deep reinforcement learning-based approach","Journal of Ambient Intelligence and Humanized Computing","","12","8","10.1007/s12652-020-02561-3","Fatemeh JazayeriAli ShahidinejadMostafa Ghobaei-Arani","2021","http://link.springer.com/article/10.1007/s12652-020-02561-3","Article"
"Reinforcement Learning Methodologies for Controlling Occupant Comfort in Buildings","Data-driven Analytics for Sustainable Buildings and Cities","","","","10.1007/978-981-16-2778-1_9","Mengjie HanRoss MayXingxing Zhang","2021","http://link.springer.com/chapter/10.1007/978-981-16-2778-1_9","Chapter"
"A New Approach for Multi-agent Reinforcement Learning","Artificial Intelligence and Industrial Applications","","","","10.1007/978-3-030-51186-9_19","Elmehdi AmhraouiTawfik Masrour","2021","http://link.springer.com/chapter/10.1007/978-3-030-51186-9_19","Chapter"
"Distributed Power Controller of Massive Wireless Body Area Networks based on Deep Reinforcement Learning","Mobile Networks and Applications","","26","3","10.1007/s11036-021-01751-3","Peng HeMing LiuChunhui LanMengnan SuLinhai WangZhidu LiTong Tang","2021","http://link.springer.com/article/10.1007/s11036-021-01751-3","Article"
"An Action-Selection Policy Generator for Reinforcement Learning Hardware Accelerators","Applications in Electronics Pervading Industry, Environment and Society","","","","10.1007/978-3-030-66729-0_32","Gian Carlo CardarilliLuca Di NunzioRocco FazzolariDaniele GiardinoMarco MattaMarco ReSergio Spanò","2021","http://link.springer.com/chapter/10.1007/978-3-030-66729-0_32","Chapter"
"Sliding Variable-based Online Adaptive Reinforcement Learning of Uncertain/Disturbed Nonlinear Mechanical Systems","Journal of Control, Automation and Electrical Systems","","32","2","10.1007/s40313-020-00674-w","Van Tu VuPhuong Nam DaoPham Thanh LocTran Quang Huy","2021","http://link.springer.com/article/10.1007/s40313-020-00674-w","Article"
"Study on the application of reinforcement learning in the operation optimization of HVAC system","Building Simulation","","14","1","10.1007/s12273-020-0602-9","Xiaolei YuanYiqun PanJianrong YangWeitong WangZhizhong Huang","2021","http://link.springer.com/article/10.1007/s12273-020-0602-9","Article"
"A State-of-the-Art Review of Deep Reinforcement Learning Techniques for Real-Time Strategy Games","Applications of Artificial Intelligence in Business, Education and Healthcare","","","","10.1007/978-3-030-72080-3_17","Nesma M. AshrafReham R. MostafaRasha H. SakrM. Z. Rashad","2021","http://link.springer.com/chapter/10.1007/978-3-030-72080-3_17","Chapter"
"Investigating the Robustness and Generalizability of Deep Reinforcement Learning Based Optimal Trade Execution Systems","Intelligent Computing","","","","10.1007/978-3-030-80126-7_64","Siyu LinPeter A. Beling","2021","http://link.springer.com/chapter/10.1007/978-3-030-80126-7_64","Chapter"
"Derivative-free reinforcement learning: a review","Frontiers of Computer Science","","15","6","10.1007/s11704-020-0241-4","Hong QianYang Yu","2021","http://link.springer.com/article/10.1007/s11704-020-0241-4","Article"
"Adaptive Reinforcement Learning Motion/Force Control of Multiple Uncertain Manipulators","Intelligent Systems and Networks","","","","10.1007/978-981-16-2094-2_33","Phuong Nam DaoDinh Duong PhamXuan Khai NguyenTat Chung Nguyen","2021","http://link.springer.com/chapter/10.1007/978-981-16-2094-2_33","Chapter"
"A Hybrid Dynamical Systems Perspective on Reinforcement Learning for Cyber-Physical Systems: Vistas, Open Problems, and Challenges","Handbook of Reinforcement Learning and Control","","","","10.1007/978-3-030-60990-0_24","Jorge I. PovedaAndrew R. Teel","2021","http://link.springer.com/chapter/10.1007/978-3-030-60990-0_24","Chapter"
"Deep Reinforcement Learning for a Humanoid Robot Soccer Player","Journal of Intelligent & Robotic Systems","","102","3","10.1007/s10846-021-01333-1","Isaac Jesus da SilvaDanilo Hernani PericoThiago Pedro Donadon HomemReinaldo Augusto da Costa Bianchi","2021","http://link.springer.com/article/10.1007/s10846-021-01333-1","Article"
"Deep reinforcement learning for permanent magnet synchronous motor speed control systems","Neural Computing and Applications","","33","10","10.1007/s00521-020-05352-1","Zhe SongJun YangXuesong MeiTao TaoMuxun Xu","2021","http://link.springer.com/article/10.1007/s00521-020-05352-1","Article"
"Dynamic Pricing for Parking System Using Reinforcement Learning","Information Science and Applications","","","","10.1007/978-981-33-6385-4_15","Li Zhe PohConnie TeeThian Song OngMichael Goh","2021","http://link.springer.com/chapter/10.1007/978-981-33-6385-4_15","Chapter"
"Autonomous Emergency Operation of Nuclear Power Plant Using Deep Reinforcement Learning","Advances in Artificial Intelligence, Software and Systems Engineering","","","","10.1007/978-3-030-80624-8_65","Daeil LeeJonghyun Kim","2021","http://link.springer.com/chapter/10.1007/978-3-030-80624-8_65","Chapter"
"Robotic grasp manipulation using evolutionary computing and deep reinforcement learning","Intelligent Service Robotics","","14","1","10.1007/s11370-020-00342-7","Priya ShuklaHitesh KumarG C Nandi","2021","http://link.springer.com/article/10.1007/s11370-020-00342-7","Article"
"A Multiagent Fuzzy Reinforcement Learning Approach for Economic Power Dispatch Considering Multiple Plug-In Electric Vehicle Loads","Arabian Journal for Science and Engineering","","46","2","10.1007/s13369-020-05153-7","Nandan Kumar Navin","2021","http://link.springer.com/article/10.1007/s13369-020-05153-7","Article"
"A synchronous deep reinforcement learning model for automated multi-stock trading","Progress in Artificial Intelligence","","10","1","10.1007/s13748-020-00225-z","Rasha AbdelKawyWalid M. AbdelmoezAmin Shoukry","2021","http://link.springer.com/article/10.1007/s13748-020-00225-z","Article"
