Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Robot Arm Control Method of Moving Below Object Based on Deep Reinforcement Learning","Methods and Applications for Modeling and Simulation of Complex Systems","","","","10.1007/978-981-15-1078-6_11","HeYu LiLiQin GuoGuoQiang ShiYingYing XiaoBi ZengTingYu LinZhengXuan Jia","2019","http://link.springer.com/chapter/10.1007/978-981-15-1078-6_11","Chapter"
"A Multi-objective Reinforcement Learning Algorithm for JSSP","Artificial Neural Networks and Machine Learning – ICANN 2019: Theoretical Neural Computation","","","","10.1007/978-3-030-30487-4_44","Beatriz M. Méndez-HernándezErick D. Rodríguez-BazanYailen Martinez-JimenezPieter LibinAnn Nowé","2019","http://link.springer.com/chapter/10.1007/978-3-030-30487-4_44","Chapter"
"Capacity Requirements Planning for Production Companies Using Deep Reinforcement Learning","Artificial Intelligence Applications and Innovations","","","","10.1007/978-3-030-19823-7_21","Harald Schallner","2019","http://link.springer.com/chapter/10.1007/978-3-030-19823-7_21","Chapter"
"Automatic control of cardiac ablation catheter with deep reinforcement learning method","Journal of Mechanical Science and Technology","","33","11","10.1007/s12206-019-1036-0","Hyeonseok YouEunKyung BaeYoungjin MoonJihoon KweonJaesoon Choi","2019","http://link.springer.com/article/10.1007/s12206-019-1036-0","Article"
"A Reinforcement Learning Based Algorithm for Robot Action Planning","Advances in Service and Industrial Robotics","","","","10.1007/978-3-030-00232-9_52","Marko ŠvacoBojan JerbićMateo PolančecFilip Šuligoj","2019","http://link.springer.com/chapter/10.1007/978-3-030-00232-9_52","Chapter"
"Path Planning of Maritime Autonomous Surface Ships in Unknown Environment with Reinforcement Learning","Cognitive Systems and Signal Processing","","","","10.1007/978-981-13-7986-4_12","Chengbo WangXinyu ZhangRuijie LiPeifang Dong","2019","http://link.springer.com/chapter/10.1007/978-981-13-7986-4_12","Chapter"
"Business Process Optimization with Reinforcement Learning","Business Modeling and Software Design","","","","10.1007/978-3-030-24854-3_13","Johan Silvander","2019","http://link.springer.com/chapter/10.1007/978-3-030-24854-3_13","Chapter"
"Control of Nameplate Pasting Robot for Sand Mold Based on Deep Reinforcement Learning","Intelligent Robotics and Applications","","","","10.1007/978-3-030-27529-7_32","Guiben TuoTe LiHaibo QinBin HuangKuo LiuYongqing Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-27529-7_32","Chapter"
"Optimal preventive maintenance policy based on reinforcement learning of a fleet of military trucks","Journal of Intelligent Manufacturing","","30","1","10.1007/s10845-016-1237-7","Stephane R. A. BardeSoumaya YacoutHayong Shin","2019","http://link.springer.com/article/10.1007/s10845-016-1237-7","Article"
"UCRLF: unified constrained reinforcement learning framework for phase-aware architectures for autonomous vehicle signaling and trajectory optimization","Evolutionary Intelligence","","12","4","10.1007/s12065-019-00278-7","Chiranjib Sur","2019","http://link.springer.com/article/10.1007/s12065-019-00278-7","Article"
"Program Search for Machine Learning Pipelines Leveraging Symbolic Planning and Reinforcement Learning","Genetic Programming Theory and Practice XVI","","","","10.1007/978-3-030-04735-1_11","Fangkai YangSteven GustafsonAlexander ElkholyDaoming LyuBo Liu","2019","http://link.springer.com/chapter/10.1007/978-3-030-04735-1_11","Chapter"
"Reinforcement Learning for Computing Power Grid Network Operating Functions","Proceedings of the Third International Conference on Computing, Mathematics and Statistics (iCMS2017)","","","","10.1007/978-981-13-7279-7_19","Shivam SharmaPinki GuptaLaxminarayan Das","2019","http://link.springer.com/chapter/10.1007/978-981-13-7279-7_19","Chapter"
"Optimized Routing in Software Defined Networks – A Reinforcement Learning Approach","Proceedings of the 13th International Conference on Ubiquitous Information Management and Communication (IMCOM) 2019","","","","10.1007/978-3-030-19063-7_22","Tahira MahboobYoung Rok JungMin Young Chung","2019","http://link.springer.com/chapter/10.1007/978-3-030-19063-7_22","Chapter"
"A Reinforcement Learning Technique for Autonomous Back Driving Control of a Vehicle","Robot Intelligence Technology and Applications 5","","","","10.1007/978-3-319-78452-6_16","H. M. KimX. XuS. Jung","2019","http://link.springer.com/chapter/10.1007/978-3-319-78452-6_16","Chapter"
"Can the artificial intelligence technique of reinforcement learning use continuously-monitored digital data to optimize treatment for weight loss?","Journal of Behavioral Medicine","","42","2","10.1007/s10865-018-9964-1","Evan M. FormanStephanie G. KerriganMeghan L. ButrynAdrienne S. JuarascioStephanie M. ManasseSantiago OntañónDiane H. DallalRebecca J. CrochiereDanielle Moskow","2019","http://link.springer.com/article/10.1007/s10865-018-9964-1","Article"
"Mapless Motion Planning System for an Autonomous Underwater Vehicle Using Policy Gradient-based Deep Reinforcement Learning","Journal of Intelligent & Robotic Systems","","96","3 - 4","10.1007/s10846-019-01004-2","Yushan SunJunhan ChengGuocheng ZhangHao Xu","2019","http://link.springer.com/article/10.1007/s10846-019-01004-2","Article"
"A Reinforcement Learning Multiagent Architecture Prototype for Smart Homes (IoT)","Proceedings of the Future Technologies Conference (FTC) 2018","","","","10.1007/978-3-030-02686-8_13","Mario RivasFernando Giorno","2019","http://link.springer.com/chapter/10.1007/978-3-030-02686-8_13","Chapter"
"Intelligent Trader Model Based on Deep Reinforcement Learning","Web Information Systems and Applications","","","","10.1007/978-3-030-30952-7_2","Daoqi HanJunyao ZhangYuhang ZhouQing LiuNan Yang","2019","http://link.springer.com/chapter/10.1007/978-3-030-30952-7_2","Chapter"
"Deep Reinforcement Learning Based QoS-Aware Routing in Knowledge-Defined Networking","Quality, Reliability, Security and Robustness in Heterogeneous Systems","","","","10.1007/978-3-030-14413-5_2","Tran Anh Quang PhamYassine Hadjadj-AoulAbdelkader Outtagarts","2019","http://link.springer.com/chapter/10.1007/978-3-030-14413-5_2","Chapter"
"D3MC: A Reinforcement Learning Based Data-Driven Dyna Model Compression","Large-Scale Annotation of Biomedical Data and Expert Label Synthesis and Hardware Aware Learning for Medical Imaging and Computer Assisted Intervention","","","","10.1007/978-3-030-33642-4_11","Jiahui GuanRavi SoniDibyajyoti PatiGopal AvinashV. Ratna Saripalli","2019","http://link.springer.com/chapter/10.1007/978-3-030-33642-4_11","Chapter"
"A Comparison of Various Approaches to Reinforcement Learning Algorithms for Multi-robot Box Pushing","Advances in Engineering Research and Application","","","","10.1007/978-3-030-04792-4_6","Mehdi RahimiSpencer GibbYantao ShenHung Manh La","2019","http://link.springer.com/chapter/10.1007/978-3-030-04792-4_6","Chapter"
"A Reinforcement Learning Based Task Offloading Scheme for Vehicular Edge Computing Network","Artificial Intelligence for Communications and Networks","","","","10.1007/978-3-030-22971-9_38","Jie ZhangHongzhi GuoJiajia Liu","2019","http://link.springer.com/chapter/10.1007/978-3-030-22971-9_38","Chapter"
"Reinforcement Learning-Based Radio Access Network Slicing for a 5G System with Support for Cellular V2X","Cognitive Radio-Oriented Wireless Networks","","","","10.1007/978-3-030-25748-4_20","Haider Daami R. AlbondaJ. Pérez-Romero","2019","http://link.springer.com/chapter/10.1007/978-3-030-25748-4_20","Chapter"
"Hierarchical Reinforcement Learning with Options and United Neural Network Approximation","Proceedings of the Third International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’18)","","","","10.1007/978-3-030-01818-4_45","Vadim KuzminAleksandr I. Panov","2019","http://link.springer.com/chapter/10.1007/978-3-030-01818-4_45","Chapter"
"A Reinforcement Learning Approach to Smart Lane Changes of Self-driving Cars","Progress in Artificial Intelligence","","","","10.1007/978-3-030-30241-2_47","Fangmin YeLong WangYibing WangJingqiu GuoIoannis PapamichailMarkos Papageorgiou","2019","http://link.springer.com/chapter/10.1007/978-3-030-30241-2_47","Chapter"
"Deep Reinforcement Learning for Personalized Recommendation of Distance Learning","New Knowledge in Information Systems and Technologies","","","","10.1007/978-3-030-16184-2_57","Maroi AgrebiMondher SendiMourad Abed","2019","http://link.springer.com/chapter/10.1007/978-3-030-16184-2_57","Chapter"
"Addressing Reward Engineering for Deep Reinforcement Learning on Multi-stage Task","Neural Information Processing","","","","10.1007/978-3-030-36802-9_33","Bin ChenJianhua Su","2019","http://link.springer.com/chapter/10.1007/978-3-030-36802-9_33","Chapter"
"Adaptive Database’s Performance Tuning Based on Reinforcement Learning","Knowledge Management and Acquisition for Intelligent Systems","","","","10.1007/978-3-030-30639-7_9","Chee Keong WeeRichi Nayak","2019","http://link.springer.com/chapter/10.1007/978-3-030-30639-7_9","Chapter"
"Automated Vertical Partitioning with Deep Reinforcement Learning","New Trends in Databases and Information Systems","","","","10.1007/978-3-030-30278-8_16","Gabriel Campero DurandRufat PiriyevMarcus PinneckeDavid BroneskeBalasubramanian GurumurthyGunter Saake","2019","http://link.springer.com/chapter/10.1007/978-3-030-30278-8_16","Chapter"
"Car Sales Prediction Using Gated Recurrent Units Neural Networks with Reinforcement Learning","Intelligence Science and Big Data Engineering. Big Data and Machine Learning","","","","10.1007/978-3-030-36204-1_26","Bowen ZhuHuailong DongJing Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-36204-1_26","Chapter"
"Toward Human-in-the-Loop PID Control Based on CACLA Reinforcement Learning","Intelligent Robotics and Applications","","","","10.1007/978-3-030-27535-8_54","Junpei ZhongYanan Li","2019","http://link.springer.com/chapter/10.1007/978-3-030-27535-8_54","Chapter"
"Adaptive Honeypot Engagement Through Reinforcement Learning of Semi-Markov Decision Processes","Decision and Game Theory for Security","","","","10.1007/978-3-030-32430-8_13","Linan HuangQuanyan Zhu","2019","http://link.springer.com/chapter/10.1007/978-3-030-32430-8_13","Chapter"
"Stock Trading Bot Using Deep Reinforcement Learning","Innovations in Computer Science and Engineering","","","","10.1007/978-981-10-8201-6_5","Akhil Raj AzhikodanAnvitha G. K. BhatMamatha V. Jadhav","2019","http://link.springer.com/chapter/10.1007/978-981-10-8201-6_5","Chapter"
"Design of Transfer Reinforcement Learning Mechanisms for Autonomous Collision Avoidance","Design Computing and Cognition '18","","","","10.1007/978-3-030-05363-5_17","Xiongqing LiuYan Jin","2019","http://link.springer.com/chapter/10.1007/978-3-030-05363-5_17","Chapter"
"A reinforcement learning approach for UAV target searching and tracking","Multimedia Tools and Applications","","78","4","10.1007/s11042-018-5739-5","Tian WangRuoxi QinYang ChenHichem SnoussiChang Choi","2019","http://link.springer.com/article/10.1007/s11042-018-5739-5","Article"
"Robot Intelligent Trajectory Planning Based on PCM Guided Reinforcement Learning","Intelligent Robotics and Applications","","","","10.1007/978-3-030-27529-7_30","Xiang TengJian FuCong LiZhaoJie Ju","2019","http://link.springer.com/chapter/10.1007/978-3-030-27529-7_30","Chapter"
"Components of Reinforcement Learning","An Introduction to Machine Learning","","","","10.1007/978-3-030-15729-6_16","Gopinath RebalaAjay RaviSanjay Churiwala","2019","http://link.springer.com/chapter/10.1007/978-3-030-15729-6_16","Chapter"
"Deep Reinforcement Learning for Interference Alignment Wireless Networks","Deep Reinforcement Learning for Wireless Networks","","","","10.1007/978-3-030-10546-4_3","F. Richard YuYing He","2019","http://link.springer.com/chapter/10.1007/978-3-030-10546-4_3","Chapter"
"A novel multi-step reinforcement learning method for solving reward hacking","Applied Intelligence","","49","8","10.1007/s10489-019-01417-4","Yinlong YuanZhu Liang YuZhenghui GuXiaoyan DengYuanqing Li","2019","http://link.springer.com/article/10.1007/s10489-019-01417-4","Article"
"Deep Reinforcement Learning for Text and Speech","Deep Learning for NLP and Speech Recognition","","","","10.1007/978-3-030-14596-5_13","Uday KamathJohn LiuJames Whitaker","2019","http://link.springer.com/chapter/10.1007/978-3-030-14596-5_13","Chapter"
"Object Detection with Deep Neural Networks for Reinforcement Learning in the Task of Autonomous Vehicles Path Planning at the Intersection","Optical Memory and Neural Networks","","28","4","10.3103/S1060992X19040118","D. A. YudinA. SkrynnikA. KrishtopikI. BelkinA. I. Panov","2019","http://link.springer.com/article/10.3103/S1060992X19040118","Article"
"A Hybrid Deep Reinforcement Learning Algorithm for Intelligent Manipulation","Intelligent Robotics and Applications","","","","10.1007/978-3-030-27538-9_31","Chao MaJianfei LiJie BaiYaobing WangBin LiuJing Sun","2019","http://link.springer.com/chapter/10.1007/978-3-030-27538-9_31","Chapter"
"Evaluating the Coordination of Agents in Multi-agent Reinforcement Learning","Intelligent Human Systems Integration 2019","","","","10.1007/978-3-030-11051-2_116","Sean L. BartonErin ZaroukianDerrik E. AsherNicholas R. Waytowich","2019","http://link.springer.com/chapter/10.1007/978-3-030-11051-2_116","Chapter"
"Multiagent Reinforcement Learning for Swarm Confrontation Environments","Intelligent Robotics and Applications","","","","10.1007/978-3-030-27535-8_48","Guanyu ZhangYuan LiXinhai XuHuadong Dai","2019","http://link.springer.com/chapter/10.1007/978-3-030-27535-8_48","Chapter"
"Single Multiplicative Neuron Model in Reinforcement Learning","Harmony Search and Nature Inspired Optimization Algorithms","","","","10.1007/978-981-13-0761-4_84","Shobhit Nigam","2019","http://link.springer.com/chapter/10.1007/978-981-13-0761-4_84","Chapter"
"Reinforcement Learning of a Memory Task Using an Echo State Network with Multi-layer Readout","Robot Intelligence Technology and Applications 5","","","","10.1007/978-3-319-78452-6_2","Toshitaka MatsukiKatsunari Shibata","2019","http://link.springer.com/chapter/10.1007/978-3-319-78452-6_2","Chapter"
"Resource management of cloud-enabled systems using model-free reinforcement learning","Annals of Telecommunications","","74","9 - 10","10.1007/s12243-019-00720-y","Yue JinMakram BouzidDimitre KostadinovArmen Aghasaryan","2019","http://link.springer.com/article/10.1007/s12243-019-00720-y","Article"
"Reinforcement Learning","Neural Networks and Statistical Learning","","","","10.1007/978-1-4471-7452-3_17","Ke-Lin DuM. N. S. Swamy","2019","http://link.springer.com/chapter/10.1007/978-1-4471-7452-3_17","Chapter"
"On Optimizing Operational Efficiency in Storage Systems via Deep Reinforcement Learning","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-10997-4_15","Sunil SrinivasaGirish KathalagiriJulu Subramanyam VaranasiLuis Carlos QuintelaMohamad CharafeddineChi-Hoon Lee","2019","http://link.springer.com/chapter/10.1007/978-3-030-10997-4_15","Chapter"
"Real-time control for fuel-optimal Moon landing based on an interactive deep reinforcement learning algorithm","Astrodynamics","","3","4","10.1007/s42064-018-0052-2","Lin ChengZhenbo WangFanghua Jiang","2019","http://link.springer.com/article/10.1007/s42064-018-0052-2","Article"
"Application of Deep Reinforcement Learning to UAV Fleet Control","Intelligent Systems and Applications","","","","10.1007/978-3-030-01057-7_85","Jan TožičkaBenedek SzulyovszkyGuillaume de ChambrierVarun SarwalUmar WaniMantas Gribulis","2019","http://link.springer.com/chapter/10.1007/978-3-030-01057-7_85","Chapter"
"DM-CSAT: a LTE-U/Wi-Fi coexistence solution based on reinforcement learning","Telecommunication Systems","","71","4","10.1007/s11235-018-00535-7","Pedro M. de SantanaVicente A. de Sousa Jr.Fuad M. Abinader Jr.José M. de C. Neto","2019","http://link.springer.com/article/10.1007/s11235-018-00535-7","Article"
"UCB1 Based Reinforcement Learning Model for Adaptive Energy Management in Buildings","Distributed Computing and Artificial Intelligence, Special Sessions, 15th International Conference","","","","10.1007/978-3-319-99608-0_1","Rui AndradeTiago PintoIsabel PraçaZita Vale","2019","http://link.springer.com/chapter/10.1007/978-3-319-99608-0_1","Chapter"
"Introduction to Reinforcement Learning","Deep Reinforcement Learning","","","","10.1007/978-981-13-8285-7_1","Mohit Sewak","2019","http://link.springer.com/chapter/10.1007/978-981-13-8285-7_1","Chapter"
"Transferring optimal contact skills to flexible manipulators by reinforcement learning","International Journal of Intelligent Robotics and Applications","","3","3","10.1007/s41315-019-00101-7","Wenjun XuAnqi PanHongliang Ren","2019","http://link.springer.com/article/10.1007/s41315-019-00101-7","Article"
"iEnsemble2: Committee Machine Model-Based on Heuristically-Accelerated Multiagent Reinforcement Learning","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-93659-8_32","Arnoldo Uber JuniorPaulo José de Freitas FilhoRicardo Azambuja SilveiraJuliano Mueloschat","2019","http://link.springer.com/chapter/10.1007/978-3-319-93659-8_32","Chapter"
"Robotic Knee Prosthesis Real-Time Control Using Reinforcement Learning with Human in the Loop","Cognitive Systems and Signal Processing","","","","10.1007/978-981-13-7983-3_41","Yue WenXiang GaoJennie SiAndrea BrandtMinhan LiHe (Helen) Huang","2019","http://link.springer.com/chapter/10.1007/978-981-13-7983-3_41","Chapter"
"Multi-agent Neural Reinforcement-Learning System with Communication","New Knowledge in Information Systems and Technologies","","","","10.1007/978-3-030-16184-2_1","David SimõesNuno LauLuís Paulo Reis","2019","http://link.springer.com/chapter/10.1007/978-3-030-16184-2_1","Chapter"
"Path Planning for Active V-Slam Based on Reinforcement Learning","Cognitive Systems and Signal Processing","","","","10.1007/978-981-13-7986-4_42","Borui LiFuchun SunHuaping LiuBin Fang","2019","http://link.springer.com/chapter/10.1007/978-981-13-7986-4_42","Chapter"
"Off-Policy Integral Reinforcement Learning Method for Multi-player Non-zero-Sum Games","Adaptive Dynamic Programming: Single and Multiple Controllers","","","","10.1007/978-981-13-1712-5_12","Ruizhuo SongQinglai WeiQing Li","2019","http://link.springer.com/chapter/10.1007/978-981-13-1712-5_12","Chapter"
"Performance Comparison Between Genetic Fuzzy Tree and Reinforcement Learning in Gaming Environment","Cognitive Systems and Signal Processing","","","","10.1007/978-981-13-7986-4_23","Wenda WuMingxue LiaoPin LvXueyu DuanXinwei Zhao","2019","http://link.springer.com/chapter/10.1007/978-981-13-7986-4_23","Chapter"
"Robot Simulation and Reinforcement Learning Training Platform Based on Distributed Architecture","Cognitive Systems and Signal Processing","","","","10.1007/978-981-13-7983-3_48","Yun-Liang JiangZeng-Qiang HuangJun-Jie CaoYong LiuXinqiang MaYi Huang","2019","http://link.springer.com/chapter/10.1007/978-981-13-7983-3_48","Chapter"
"Integrating Multi-agent System, Geographic Information System, and Reinforcement Learning to Simulate and Optimize Traffic Signal Control","Recent Advances in Information and Communication Technology 2018","","","","10.1007/978-3-319-93692-5_15","Hoang Van DongBach Quoc KhanhNguyen Tran LichNguyen Thi Ngoc Anh","2019","http://link.springer.com/chapter/10.1007/978-3-319-93692-5_15","Chapter"
"Steuerung eines autonomen Fahrzeugs durch Deep Reinforcement Learning","BestMasters","","","","10.1007/978-3-658-28886-0","Andreas Folkers","2019","http://link.springer.com/book/10.1007/978-3-658-28886-0","Book"
"Fuzzy Categorical Deep Reinforcement Learning of a Defensive Game for an Unmanned Surface Vessel","International Journal of Fuzzy Systems","","21","2","10.1007/s40815-018-0586-0","Yin ChengZhijian SunYuexin HuangWeidong Zhang","2019","http://link.springer.com/article/10.1007/s40815-018-0586-0","Article"
"Reinforcement Learning and Attractor Neural Network Models of Associative Learning","Computational Intelligence","","","","10.1007/978-3-030-16469-0_17","Oussama H. HamidJochen Braun","2019","http://link.springer.com/chapter/10.1007/978-3-030-16469-0_17","Chapter"
"Reinforcement Learning Algorithms","An Introduction to Machine Learning","","","","10.1007/978-3-030-15729-6_17","Gopinath RebalaAjay RaviSanjay Churiwala","2019","http://link.springer.com/chapter/10.1007/978-3-030-15729-6_17","Chapter"
"Efficient reinforcement learning in continuous state and action spaces with Dyna and policy approximation","Frontiers of Computer Science","","13","1","10.1007/s11704-017-6222-6","Shan ZhongQuan LiuZongzhang ZhangQiming Fu","2019","http://link.springer.com/article/10.1007/s11704-017-6222-6","Article"
"Research on predicting 2D-HP protein folding using reinforcement learning with full state space","BMC Bioinformatics","","20","25","10.1186/s12859-019-3259-6","Hongjie WuRu YangQiming FuJianping ChenWeizhong LuHaiou Li","2019","http://link.springer.com/article/10.1186/s12859-019-3259-6","Article"
"A method for model selection using reinforcement learning when viewing design as a sequential decision process","Structural and Multidisciplinary Optimization","","59","5","10.1007/s00158-018-2145-6","Jaskanwal P. S. ChhabraGordon P. Warn","2019","http://link.springer.com/article/10.1007/s00158-018-2145-6","Article"
"Improving Adaptive Gameplay in Serious Games Through Interactive Deep Reinforcement Learning","Cognitive Infocommunications, Theory and Applications","","","","10.1007/978-3-319-95996-2_19","Aline DobrovskyUwe M. BorghoffMarko Hofmann","2019","http://link.springer.com/chapter/10.1007/978-3-319-95996-2_19","Chapter"
"Identifying Most Probable Negotiation Scenario in Bilateral Contracts with Reinforcement Learning","New Knowledge in Information Systems and Technologies","","","","10.1007/978-3-030-16181-1_53","Francisco SilvaTiago PintoIsabel PraçaZita Vale","2019","http://link.springer.com/chapter/10.1007/978-3-030-16181-1_53","Chapter"
"Reinforcement Learning Algorithms","Applied Reinforcement Learning with Python","","","","10.1007/978-1-4842-5127-0_2","Taweh Beysolow II","2019","http://link.springer.com/chapter/10.1007/978-1-4842-5127-0_2","Chapter"
"Reinforcement Learning in Order to Control Biomechanical Models","Progress in Industrial Mathematics at ECMI 2018","","","","10.1007/978-3-030-27550-1_66","Simon GottschalkMichael Burger","2019","http://link.springer.com/chapter/10.1007/978-3-030-27550-1_66","Chapter"
"Reinforcement Learning-Based DoS Mitigation in Software Defined Networks","ICCCE 2018","","","","10.1007/978-981-13-0212-1_41","A. VishnuPriya","2019","http://link.springer.com/chapter/10.1007/978-981-13-0212-1_41","Chapter"
"Market Making via Reinforcement Learning","Applied Reinforcement Learning with Python","","","","10.1007/978-1-4842-5127-0_4","Taweh Beysolow II","2019","http://link.springer.com/chapter/10.1007/978-1-4842-5127-0_4","Chapter"
"Toward Faster Reinforcement Learning for Robotics: Using Gaussian Processes","Artificial Intelligence","","","","10.1007/978-3-030-33274-7_11","Ali YounesAleksandr I. Panov","2019","http://link.springer.com/chapter/10.1007/978-3-030-33274-7_11","Chapter"
"Playing a FPS Doom Video Game with Deep Visual Reinforcement Learning","Automatic Control and Computer Sciences","","53","3","10.3103/S0146411619030052","Adil KhanFeng JiangShaohui LiuIbrahim Omara","2019","http://link.springer.com/article/10.3103/S0146411619030052","Article"
"Incorporating causal factors into reinforcement learning for dynamic treatment regimes in HIV","BMC Medical Informatics and Decision Making","","19","2","10.1186/s12911-019-0755-6","Chao YuYinzhao DongJiming LiuGuoqi Ren","2019","http://link.springer.com/article/10.1186/s12911-019-0755-6","Article"
"Introduction to Reinforcement Learning","Applied Reinforcement Learning with Python","","","","10.1007/978-1-4842-5127-0_1","Taweh Beysolow II","2019","http://link.springer.com/chapter/10.1007/978-1-4842-5127-0_1","Chapter"
"A Generalised Method for Adaptive Longitudinal Control Using Reinforcement Learning","Intelligent Autonomous Systems 15","","","","10.1007/978-3-030-01370-7_37","Shashank PathakSuvam BagVijay Nadkarni","2019","http://link.springer.com/chapter/10.1007/978-3-030-01370-7_37","Chapter"
"A survey of dynamic spectrum allocation based on reinforcement learning algorithms in cognitive radio networks","Artificial Intelligence Review","","51","3","10.1007/s10462-018-9639-x","Yonghua WangZifeng YePin WanJiajun Zhao","2019","http://link.springer.com/article/10.1007/s10462-018-9639-x","Article"
"Multi-agent reinforcement learning based on local communication","Cluster Computing","","22","6","10.1007/s10586-018-2597-x","Wenxu ZhangLei MaXiaonan Li","2019","http://link.springer.com/article/10.1007/s10586-018-2597-x","Article"
"Equipment Health Indicator Learning Using Deep Reinforcement Learning","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-10997-4_30","Chi ZhangChetan GuptaAhmed FarahatKosta RistovskiDipanjan Ghosh","2019","http://link.springer.com/chapter/10.1007/978-3-030-10997-4_30","Chapter"
"Step 6: Deep and Reinforcement Learning","Mastering Machine Learning with Python in Six Steps","","","","10.1007/978-1-4842-4947-5_6","Manohar Swamynathan","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4947-5_6","Chapter"
"Using Reinforcement Learning to Conceal Honeypot Functionality","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-10997-4_21","Seamus DowlingMichael SchukatEnda Barrett","2019","http://link.springer.com/chapter/10.1007/978-3-030-10997-4_21","Chapter"
"RL-Gen: A Character-Level Text Generation Framework with Reinforcement Learning in Domain Generation Algorithm Case","Neural Information Processing","","","","10.1007/978-3-030-36802-9_73","Hua ChengJing CaiYiquan Fang","2019","http://link.springer.com/chapter/10.1007/978-3-030-36802-9_73","Chapter"
