Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Reinforcement learning method for machining deformation control based on meta-invariant feature space","Visual Computing for Industry, Biomedicine, and Art","","5","1","10.1186/s42492-022-00123-2","Yujie ZhaoChangqing LiuZhiwei ZhaoKai TangDong He","2022","http://link.springer.com/article/10.1186/s42492-022-00123-2","Article"
"Multi-agent reinforcement learning based on graph convolutional network for flexible job shop scheduling","Journal of Intelligent Manufacturing","","","","10.1007/s10845-022-02037-5","Xuan JingXifan YaoMin LiuJiajun Zhou","2022","http://link.springer.com/article/10.1007/s10845-022-02037-5","Article"
"Robot Search Path Planning Method Based on Prioritized Deep Reinforcement Learning","International Journal of Control, Automation and Systems","","20","8","10.1007/s12555-020-0788-8","Yanglong LiuZuguo ChenYonggang LiMing LuChaoyang ChenXuzhuo Zhang","2022","http://link.springer.com/article/10.1007/s12555-020-0788-8","Article"
"Dynamic Lot Size Optimization with Reinforcement Learning","Dynamics in Logistics","","","","10.1007/978-3-031-05359-7_30","Thomas VossChristopher BodeJens Heger","2022","http://link.springer.com/chapter/10.1007/978-3-031-05359-7_30","Chapter"
"Architecture, Generative Model, and Deep Reinforcement Learning for IoT Applications: Deep Learning Perspective","Artificial Intelligence-based Internet of Things Systems","","","","10.1007/978-3-030-87059-1_9","Shaveta MalikAmit Kumar TyagiSameer Mahajan","2022","http://link.springer.com/chapter/10.1007/978-3-030-87059-1_9","Chapter"
"Robust-stable scheduling in dynamic flow shops based on deep reinforcement learning","Journal of Intelligent Manufacturing","","","","10.1007/s10845-022-02069-x","Felix GrumbachAnna MüllerPascal ReuschSebastian Trojahn","2022","http://link.springer.com/article/10.1007/s10845-022-02069-x","Article"
"Enhanced detection of diverse defects by developing lighting strategies using multiple light sources based on reinforcement learning","Journal of Intelligent Manufacturing","","33","8","10.1007/s10845-021-01800-4","Chih-Kai ChengHung-Yin Tsai","2022","http://link.springer.com/article/10.1007/s10845-021-01800-4","Article"
"A Multi-agent Deep Reinforcement Learning-Based Collaborative Willingness Network for Automobile Maintenance Service","Applied Cryptography and Network Security Workshops","","","","10.1007/978-3-031-16815-4_6","Shengang HaoJun ZhengJie YangZiwei NiQuanxin ZhangLi Zhang","2022","http://link.springer.com/chapter/10.1007/978-3-031-16815-4_6","Chapter"
"Designing Self-assembly Systems with Deep Multiagent Reinforcement Learning","Design Computing and Cognition’20","","","","10.1007/978-3-030-90625-2_40","Hao JiYan Jin","2022","http://link.springer.com/chapter/10.1007/978-3-030-90625-2_40","Chapter"
"Reinforcement Learning for Developing an Intelligent Warehouse Environment","The 8th International Conference on Advanced Machine Learning and Technologies and Applications (AMLTA2022)","","","","10.1007/978-3-031-03918-8_2","Van Luan TranManh-Kha KieuXuan-Hung NguyenVu-Anh-Tram NguyenTran-Thuy-Duong NinhDuc-Canh NguyenNarayan C. DebnathNgoc-Bich LeNgoc-Huan Le","2022","http://link.springer.com/chapter/10.1007/978-3-031-03918-8_2","Chapter"
"Investigating the multi-objective optimization of quality and efficiency using deep reinforcement learning","Applied Intelligence","","52","11","10.1007/s10489-022-03326-5","Zhenhui WangJuan LuChaoyi ChenJunyan MaXiaoping Liao","2022","http://link.springer.com/article/10.1007/s10489-022-03326-5","Article"
"A Review on Financial Robot Process Auto-mining Based on Reinforcement Learning","Digital TV and Wireless Multimedia Communications","","","","10.1007/978-981-19-2266-4_36","Cunliang HanXiaojun ZhangHuijuan JiaoMin WangTiantian Han","2022","http://link.springer.com/chapter/10.1007/978-981-19-2266-4_36","Chapter"
"Multi-agent deep reinforcement learning for end—edge orchestrated resource allocation in industrial wireless networks","Frontiers of Information Technology & Electronic Engineering","","23","1","10.1631/FITEE.2100331","Xiaoyu Liu 刘晓宇Chi Xu 许驰Haibin Yu 于海斌Peng Zeng 曾鹏","2022","http://link.springer.com/article/10.1631/FITEE.2100331","Article"
"On reliability of reinforcement learning based production scheduling systems: a comparative survey","Journal of Intelligent Manufacturing","","33","4","10.1007/s10845-022-01915-2","Constantin Waubert de PuiseauRichard MeyesTobias Meisen","2022","http://link.springer.com/article/10.1007/s10845-022-01915-2","Article"
"Towards autonomous and optimal excavation of shield machine: a deep reinforcement learning-based approach","Journal of Zhejiang University-SCIENCE A","","23","6","10.1631/jzus.A2100325","Ya-kun Zhang 张亚坤Guo-fang Gong 龚国芳Hua-yong Yang 杨华勇Yu-xi Chen 陈玉羲Geng-lin Chen 陈更林","2022","http://link.springer.com/article/10.1631/jzus.A2100325","Article"
"Online Actor-critic Reinforcement Learning Control for Uncertain Surface Vessel Systems with External Disturbances","International Journal of Control, Automation and Systems","","20","3","10.1007/s12555-020-0809-7","Van Tu VuQuang Huy TranThanh Loc PhamPhuong Nam Dao","2022","http://link.springer.com/article/10.1007/s12555-020-0809-7","Article"
"Deep Reinforcement Learning-Based Energy Management for Hybrid Electric Vehicles","Synthesis Lectures on Advances in Automotive Technology","","","","10.1007/978-3-031-79206-9","Yuecheng LiHongwen He","2022","http://link.springer.com/book/10.1007/978-3-031-79206-9","Book"
"Deep Reinforcement Learning","","","","","10.1007/978-981-19-0638-1","Prof. Aske Plaat","2022","http://link.springer.com/book/10.1007/978-981-19-0638-1","Book"
"Optimisation of a Workpiece Clamping Position with Reinforcement Learning for Complex Milling Applications","Machine Learning, Optimization, and Data Science","","","","10.1007/978-3-030-95470-3_20","Chrismarie EnslinVladimir SamsonovHans-Georg KöpkenSchirin BärDaniel Lütticke","2022","http://link.springer.com/chapter/10.1007/978-3-030-95470-3_20","Chapter"
"Stochastic mixed model sequencing with multiple stations using reinforcement learning and probability quantiles","OR Spectrum","","44","1","10.1007/s00291-021-00652-x","Janis BrammerBernhard LutzDirk Neumann","2022","http://link.springer.com/article/10.1007/s00291-021-00652-x","Article"
"Learning visual path–following skills for industrial robot using deep reinforcement learning","The International Journal of Advanced Manufacturing Technology","","122","2","10.1007/s00170-022-09800-1","Guoliang LiuWenlei SunWenxian XieYangyang Xu","2022","http://link.springer.com/article/10.1007/s00170-022-09800-1","Article"
"Reinforcement Learning for Routing","Machine Learning Applications in Electronic Design Automation","","","","10.1007/978-3-031-13074-8_11","Haiguang LiaoLevent Burak Kara","2022","http://link.springer.com/chapter/10.1007/978-3-031-13074-8_11","Chapter"
"Improvement of Dynamic Window Approach Using Reinforcement Learning in Dynamic Environments","International Journal of Control, Automation and Systems","","20","9","10.1007/s12555-021-0462-9","Jinseok KimGi-Hun Yang","2022","http://link.springer.com/article/10.1007/s12555-021-0462-9","Article"
"Online Single-Machine Scheduling via Reinforcement Learning","Recent Advances in Computational Optimization","","","","10.1007/978-3-030-82397-9_5","Yuanyuan LiEdoardo FaddaDaniele ManerbaMina RoohnavazfarRoberto TadeiOlivier Terzo","2022","http://link.springer.com/chapter/10.1007/978-3-030-82397-9_5","Chapter"
"Vibration Reduction Control of In-Pipe Intelligent Isolation Plugging Tool Based on Deep Reinforcement Learning","International Journal of Precision Engineering and Manufacturing-Green Technology","","9","6","10.1007/s40684-021-00405-9","Xingyuan MiaoHong ZhaoBoxuan GaoTingting WuYanguang Hou","2022","http://link.springer.com/article/10.1007/s40684-021-00405-9","Article"
"Blockchain Enable IoT Using Deep Reinforcement Learning: A Novel Architecture to Ensure Security of Data Sharing and Storage","Artificial Intelligence and Security","","","","10.1007/978-3-031-06791-4_46","Xuetao BaiShanshan TuMuhammad WaqasAiming WuYihe ZhangYongjie Yang","2022","http://link.springer.com/chapter/10.1007/978-3-031-06791-4_46","Chapter"
"Impedance control method with reinforcement learning for dual-arm robot installing slabstone","Journal of Mechanical Science and Technology","","36","5","10.1007/s12206-022-0436-8","Hu HeyuCao Jianfu","2022","http://link.springer.com/article/10.1007/s12206-022-0436-8","Article"
"Analysis of box and ellipsoidal robust optimization, and attention model based reinforcement learning for a robust vehicle routing problem","Sādhanā","","47","2","10.1007/s12046-022-01833-2","Sweety HansuwaMohan Raj Velayudhan KumarRajendran Chandrasekharan","2022","http://link.springer.com/article/10.1007/s12046-022-01833-2","Article"
"A practical guide to multi-objective reinforcement learning and planning","Autonomous Agents and Multi-Agent Systems","","36","1","10.1007/s10458-022-09552-y","Conor F. HayesRoxana RădulescuEugenio BargiacchiJohan KällströmMatthew MacfarlaneMathieu ReymondTimothy VerstraetenLuisa M. ZintgrafRichard DazeleyFredrik HeintzEnda HowleyAthirai A. IrissappanePatrick MannionAnn NowéGabriel RamosMarcello Restelli","2022","http://link.springer.com/article/10.1007/s10458-022-09552-y","Article"
"Research on Modeling of Adaptive Allocation of Labor Resources Based on Deep Reinforcement Learning","Multimedia Technology and Enhanced Learning","","","","10.1007/978-3-031-18123-8_31","Bo SunShaoping Zhang","2022","http://link.springer.com/chapter/10.1007/978-3-031-18123-8_31","Chapter"
"Deep Reinforcement Learning","Applied Deep Learning","","","","10.1007/978-3-031-04420-5_11","Paul FergusCarl Chalmers","2022","http://link.springer.com/chapter/10.1007/978-3-031-04420-5_11","Chapter"
"Early Detection of Sepsis Using LSTM and Reinforcement Learning","Applications of Computational Methods in Manufacturing and Product Design","","","","10.1007/978-981-19-0296-3_27","R. DhanalakshmiT. SudalaimuthuK. R. Radhakrishnan","2022","http://link.springer.com/chapter/10.1007/978-981-19-0296-3_27","Chapter"
"Policy-Approximation Based Deep Reinforcement Learning Techniques: An Overview","Information and Communication Technology for Competitive Strategies (ICTCS 2020)","","","","10.1007/978-981-16-0739-4_47","Mohit SewakSanjay K. SahayHemant Rathore","2022","http://link.springer.com/chapter/10.1007/978-981-16-0739-4_47","Chapter"
"ReLearner: A Reinforcement Learning-Based Self Driving Car Model Using Gym Environment","Advanced Computing","","","","10.1007/978-3-030-95502-1_30","Hiren Kumar ThakkarAnkit DesaiPriyanka SinghKamma Samhitha","2022","http://link.springer.com/chapter/10.1007/978-3-030-95502-1_30","Chapter"
"Deep Reinforcement Learning Algorithm for Permutation Flow Shop Scheduling Problem","Intelligent Computing Methodologies","","","","10.1007/978-3-031-13832-4_39","Yuanyuan YangBin QianRong HuDacheng Zhang","2022","http://link.springer.com/chapter/10.1007/978-3-031-13832-4_39","Chapter"
"Distributed reinforcement learning-based memory allocation for edge-PLCs in industrial IoT","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00348-9","Tingting FuYanjun PengPeng LiuHaksrun LaoShaohua Wan","2022","http://link.springer.com/article/10.1186/s13677-022-00348-9","Article"
"An Architecture for Deploying Reinforcement Learning in Industrial Environments","Computer Aided Systems Theory – EUROCAST 2022","","","","10.1007/978-3-031-25312-6_67","Georg SchäferReuf KozlicaStefan WegenkittlStefan Huber","2022","http://link.springer.com/chapter/10.1007/978-3-031-25312-6_67","Chapter"
"A Multi-group Multi-agent System Based on Reinforcement Learning and Flocking","International Journal of Control, Automation and Systems","","20","7","10.1007/s12555-021-0170-5","Gang WangJian XiaoRui XueYongting Yuan","2022","http://link.springer.com/article/10.1007/s12555-021-0170-5","Article"
"Robust Optimal Control Based on the Off-Policy Integral Reinforcement Learning Algorithm for Surface Vessel Systems with Unknown Dynamics","Proceedings of the International Conference on Advanced Mechanical Engineering, Automation, and Sustainable Development 2021 (AMAS2021)","","","","10.1007/978-3-030-99666-6_124","Van Tu VuPhuong Nam DaoXuan Minh Phan","2022","http://link.springer.com/chapter/10.1007/978-3-030-99666-6_124","Chapter"
"Deep reinforcement learning methods for structure-guided processing path optimization","Journal of Intelligent Manufacturing","","33","1","10.1007/s10845-021-01805-z","Johannes DornheimLukas MorandSamuel ZeitvogelTarek IrakiNorbert LinkDirk Helm","2022","http://link.springer.com/article/10.1007/s10845-021-01805-z","Article"
"Tool remaining useful life prediction using deep transfer reinforcement learning based on long short-term memory networks","The International Journal of Advanced Manufacturing Technology","","118","3 - 4","10.1007/s00170-021-07950-2","Jiachen YaoBaochun LuJunli Zhang","2022","http://link.springer.com/article/10.1007/s00170-021-07950-2","Article"
"Reinforcement learning–based tool orientation optimization for five-axis machining","The International Journal of Advanced Manufacturing Technology","","119","11 - 12","10.1007/s00170-022-08668-5","Yu ZhangYingguang LiKe Xu","2022","http://link.springer.com/article/10.1007/s00170-022-08668-5","Article"
"Dynamic Scheduling Method of Multi-objective Job Shop Based on Reinforcement Learning","Intelligent Networked Things","","","","10.1007/978-981-19-8915-5_44","Zhenwei ZhangLihong QiaoZhicheng Huang","2022","http://link.springer.com/chapter/10.1007/978-981-19-8915-5_44","Chapter"
"Application of reinforcement learning for the optimization of clinch joint characteristics","Production Engineering","","16","2 - 3","10.1007/s11740-021-01098-4","Christoph ZirngiblFabian DworschakBenjamin SchleichSandro Wartzack","2022","http://link.springer.com/article/10.1007/s11740-021-01098-4","Article"
"Reinforcement learning in robotic applications: a comprehensive survey","Artificial Intelligence Review","","55","2","10.1007/s10462-021-09997-9","Bharat SinghRajesh KumarVinay Pratap Singh","2022","http://link.springer.com/article/10.1007/s10462-021-09997-9","Article"
"A new automatic convolutional neural network based on deep reinforcement learning for fault diagnosis","Frontiers of Mechanical Engineering","","17","2","10.1007/s11465-022-0673-7","Long WenYou WangXinyu Li","2022","http://link.springer.com/article/10.1007/s11465-022-0673-7","Article"
"Collision-free path planning for welding manipulator via hybrid algorithm of deep reinforcement learning and inverse kinematics","Complex & Intelligent Systems","","8","3","10.1007/s40747-021-00366-1","Jie ZhongTao WangLianglun Cheng","2022","http://link.springer.com/article/10.1007/s40747-021-00366-1","Article"
"Deep Reinforcement Learning for autonomous pre-failure tool life improvement","The International Journal of Advanced Manufacturing Technology","","121","9 - 10","10.1007/s00170-022-09700-4","Hussein A. TahaSoumaya YacoutYasser Shaban","2022","http://link.springer.com/article/10.1007/s00170-022-09700-4","Article"
"A deep reinforcement learning assisted simulated annealing algorithm for a maintenance planning problem","Annals of Operations Research","","","","10.1007/s10479-022-04612-8","Fuat KosanogluMahir AtmisHasan Hüseyin Turan","2022","http://link.springer.com/article/10.1007/s10479-022-04612-8","Article"
"Solving Inventory Management Problems through Deep Reinforcement Learning","Journal of Systems Science and Systems Engineering","","31","6","10.1007/s11518-022-5544-6","Qinghao WangYijie PengYaodong Yang","2022","http://link.springer.com/article/10.1007/s11518-022-5544-6","Article"
"Reinforcement Learning Approach for Multi-period Inventory with Stochastic Demand","Artificial Intelligence Applications and Innovations","","","","10.1007/978-3-031-08333-4_23","Manoj ShakyaHuey Yuen NgDarrell Joshua OngBu-Sung Lee","2022","http://link.springer.com/chapter/10.1007/978-3-031-08333-4_23","Chapter"
"A Reinforcement Learning Approach for Shortest Path Navigation in Automated Guided Vehicles for Medical Assistance","Advances in Augmented Reality and Virtual Reality","","","","10.1007/978-981-16-7220-0_12","Pankaj VelavanAbhishek KaushikBilly JacobMahak Sharma","2022","http://link.springer.com/chapter/10.1007/978-981-16-7220-0_12","Chapter"
"Conversational Co-creativity with Deep Reinforcement Learning Agent in Kitchen Layout","Design Computing and Cognition’20","","","","10.1007/978-3-030-90625-2_23","Poyen HsiehDeborah BenrosTimur Dogan","2022","http://link.springer.com/chapter/10.1007/978-3-030-90625-2_23","Chapter"
"Reinforcement Learning Application in Teleoperation Training","Advances in Guidance, Navigation and Control","","","","10.1007/978-981-15-8155-7_257","Yang YangPanfeng HuangZhengxiong Liu","2022","http://link.springer.com/chapter/10.1007/978-981-15-8155-7_257","Chapter"
"Closing the Gap: Combining Task Specification and Reinforcement Learning for Compliant Vegetable Cutting","Informatics in Control, Automation and Robotics","","","","10.1007/978-3-030-92442-3_11","Abhishek PadalkarMatthias NieuwenhuisenDirk SchulzFreek Stulp","2022","http://link.springer.com/chapter/10.1007/978-3-030-92442-3_11","Chapter"
"Reinforcement Learning as an Approach for Flexible Scheduling","Generic Multi-Agent Reinforcement Learning Approach for Flexible Job-Shop Scheduling","","","","10.1007/978-3-658-39179-9_3","Schirin Bär","2022","http://link.springer.com/chapter/10.1007/978-3-658-39179-9_3","Chapter"
"Blockchain-Enabled Deep Reinforcement Learning Approach for Performance Optimization on the Internet of Things","Wireless Personal Communications","","126","2","10.1007/s11277-022-09780-1","Tanweer Alam","2022","http://link.springer.com/article/10.1007/s11277-022-09780-1","Article"
"A Time-Delay-Sensitive Traffic Data Forwarding Scheme Based on Deep Reinforcement Learning","Signal and Information Processing, Networking and Computers","","","","10.1007/978-981-19-4775-9_141","Wenjing LiWei DengNingchi ZhangYanru WangLiuwang WangWenjie Ma","2022","http://link.springer.com/chapter/10.1007/978-981-19-4775-9_141","Chapter"
"Autonomous Drones for Medical Assistance Using Reinforcement Learning","Advances in Augmented Reality and Virtual Reality","","","","10.1007/978-981-16-7220-0_9","Billy JacobAbhishek KaushikPankaj VelavanMahak Sharma","2022","http://link.springer.com/chapter/10.1007/978-981-16-7220-0_9","Chapter"
"A Speedy Reinforcement Learning-Based Energy Management Strategy for Fuel Cell Hybrid Vehicles Considering Fuel Cell System Lifetime","International Journal of Precision Engineering and Manufacturing-Green Technology","","9","3","10.1007/s40684-021-00379-8","Wei LiJiaye YeYunduan CuiNamwook KimSuk Won ChaChunhua Zheng","2022","http://link.springer.com/article/10.1007/s40684-021-00379-8","Article"
"A Deep Reinforcement Learning-Based Energy Management Strategy for Fuel Cell Hybrid Buses","International Journal of Precision Engineering and Manufacturing-Green Technology","","9","3","10.1007/s40684-021-00403-x","Chunhua ZhengWei LiWeimin LiKun XuLei PengSuk Won Cha","2022","http://link.springer.com/article/10.1007/s40684-021-00403-x","Article"
"Online Optimization Method of Controller Parameters for Robot Constant Force Grinding Based on Deep Reinforcement Learning Rainbow","Journal of Intelligent & Robotic Systems","","105","4","10.1007/s10846-022-01688-z","Tie ZhangChao YuanYanbiao Zou","2022","http://link.springer.com/article/10.1007/s10846-022-01688-z","Article"
"Automated synthesis of steady-state continuous processes using reinforcement learning","Frontiers of Chemical Science and Engineering","","16","2","10.1007/s11705-021-2055-9","Quirin GöttlDominik G. GrimmJakob Burger","2022","http://link.springer.com/article/10.1007/s11705-021-2055-9","Article"
"Supply Chain Synchronization Through Deep Reinforcement Learning","TRANSBALTICA XII: Transportation Science and Technology","","","","10.1007/978-3-030-94774-3_48","Ilya Jackson","2022","http://link.springer.com/chapter/10.1007/978-3-030-94774-3_48","Chapter"
"Autonomous Navigation of Drones Using Reinforcement Learning","Advances in Augmented Reality and Virtual Reality","","","","10.1007/978-981-16-7220-0_10","Billy JacobAbhishek KaushikPankaj Velavan","2022","http://link.springer.com/chapter/10.1007/978-981-16-7220-0_10","Chapter"
"Application of Deep Reinforcement Learning Methods in Debt Collection","Proceedings of the Fifth International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’21)","","","","10.1007/978-3-030-87178-9_7","Gleb KuzminAleksandr I. PanovIvan RazvorotnevVyacheslav Rezyapkin","2022","http://link.springer.com/chapter/10.1007/978-3-030-87178-9_7","Chapter"
"Energy-Saving for a Velocity Control System of a Pipe Isolation Tool Based on a Reinforcement Learning Method","International Journal of Precision Engineering and Manufacturing-Green Technology","","9","1","10.1007/s40684-021-00309-8","Tingting WuHong ZhaoBoxuan GaoFanbo Meng","2022","http://link.springer.com/article/10.1007/s40684-021-00309-8","Article"
"Learning intraoperative organ manipulation with context-based reinforcement learning","International Journal of Computer Assisted Radiology and Surgery","","17","8","10.1007/s11548-022-02630-2","Claudia D’EttorreSilvia ZirinoNeri Niccolò DeiAgostino StilliElena De MomiDanail Stoyanov","2022","http://link.springer.com/article/10.1007/s11548-022-02630-2","Article"
"Intelligent Systems Utilization in Recommender Systems: A Reinforcement Learning Approach","Intelligent and Fuzzy Systems","","","","10.1007/978-3-031-09176-6_15","Ibrahim YaziciEmre Ari","2022","http://link.springer.com/chapter/10.1007/978-3-031-09176-6_15","Chapter"
"Reinforcement Learning at the Cognitive Level in a Belief, Desire, Intention UAS Agent","Intelligent Autonomous Systems 16","","","","10.1007/978-3-030-95892-3_35","David SacharnyThomas C. HendersonMichael ClineBen Russon","2022","http://link.springer.com/chapter/10.1007/978-3-030-95892-3_35","Chapter"
"Using sim-to-real transfer learning to close gaps between simulation and real environments through reinforcement learning","Artificial Life and Robotics","","27","1","10.1007/s10015-021-00713-y","Yuto UshidaHafiyanda RazanShunta IshizuyaTakuto SakumaShohei Kato","2022","http://link.springer.com/article/10.1007/s10015-021-00713-y","Article"
"Autonomous Obstacle Avoidance and Target Tracking of UAV Based on Deep Reinforcement Learning","Journal of Intelligent & Robotic Systems","","104","4","10.1007/s10846-022-01601-8","Guoqiang XuWeilai JiangZhaolei WangYaonan Wang","2022","http://link.springer.com/article/10.1007/s10846-022-01601-8","Article"
"A Joint Operation Simulation Environment for Reinforcement Learning","Methods and Applications for Modeling and Simulation of Complex Systems","","","","10.1007/978-981-19-9195-0_45","Dong LiXiao XuLin Wu","2022","http://link.springer.com/chapter/10.1007/978-981-19-9195-0_45","Chapter"
"Deep Reinforcement Learning Based Loop Closure Detection","Journal of Intelligent & Robotic Systems","","106","2","10.1007/s10846-022-01720-2","Asif IqbalRhitu ThapaNicholas R. Gans","2022","http://link.springer.com/article/10.1007/s10846-022-01720-2","Article"
"Satellite Integration into 5G: Deep Reinforcement Learning for Network Selection","Machine Intelligence Research","","19","2","10.1007/s11633-022-1326-3","Emanuele De SantisAlessandro GiuseppiAntonio PietrabissaMichael CapponiFrancesco Delli Priscoli","2022","http://link.springer.com/article/10.1007/s11633-022-1326-3","Article"
"Multi-agent reinforcement learning for autonomous vehicles: a survey","Autonomous Intelligent Systems","","2","1","10.1007/s43684-022-00045-z","Joris DinnewethAbderrahmane BoubezoulRené MandiauStéphane Espié","2022","http://link.springer.com/article/10.1007/s43684-022-00045-z","Article"
"Service-Aware Virtual Network Function Migration Based on Deep Reinforcement Learning","Communications and Networking","","","","10.1007/978-3-030-99200-2_36","Zeming LiZiyu LiuChengchao LiangZhanjun Liu","2022","http://link.springer.com/chapter/10.1007/978-3-030-99200-2_36","Chapter"
"Stock Price Prediction Using Reinforcement Learning","International Conference on Innovative Computing and Communications","","","","10.1007/978-981-16-2597-8_6","Poonam RaniJyoti ShokeenAnshul SinghAnmol SinghSharlin KumarNaman Raghuvanshi","2022","http://link.springer.com/chapter/10.1007/978-981-16-2597-8_6","Chapter"
"Decision Making Under Uncertainty and Reinforcement Learning","Intelligent Systems Reference Library","","","","10.1007/978-3-031-07614-5","Christos DimitrakakisRonald Ortner","2022","http://link.springer.com/book/10.1007/978-3-031-07614-5","Book"
"Policy Gradient Reinforcement Learning Method for Backward Motion Control of Tractor-Trailer Mobile Robot","Proceedings of the 11th International Conference on Computer Engineering and Networks","","","","10.1007/978-981-16-6554-7_35","Qiqi WangJin ChengHan Zhang","2022","http://link.springer.com/chapter/10.1007/978-981-16-6554-7_35","Chapter"
"Application of Reinforcement Learning in Open Space Planner for Apollo Auto","Proceedings of the Fifth International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’21)","","","","10.1007/978-3-030-87178-9_4","Dmitriy IvanovAleksandr I. Panov","2022","http://link.springer.com/chapter/10.1007/978-3-030-87178-9_4","Chapter"
"Equity Portfolio Optimization Using Reinforcement Learning: Emerging Market Case","Intelligent and Fuzzy Systems","","","","10.1007/978-3-031-09176-6_16","Mert CandarAlp Üstündağ","2022","http://link.springer.com/chapter/10.1007/978-3-031-09176-6_16","Chapter"
"Uncertainty-bounded reinforcement learning for revenue optimization in air cargo: a prescriptive learning approach","Knowledge and Information Systems","","64","9","10.1007/s10115-022-01713-5","Stefano Giovanni RizzoYixian ChenLinsey PangJi LucasZoi KaoudiJorge QuianeSanjay Chawla","2022","http://link.springer.com/article/10.1007/s10115-022-01713-5","Article"
"Contour error modeling and compensation of CNC machining based on deep learning and reinforcement learning","The International Journal of Advanced Manufacturing Technology","","118","1 - 2","10.1007/s00170-021-07895-6","Yakun JiangJihong ChenHuicheng ZhouJianzhong YangPengcheng HuJunxiang Wang","2022","http://link.springer.com/article/10.1007/s00170-021-07895-6","Article"
"Application of Actor-Critic Deep Reinforcement Learning Method for Obstacle Avoidance of WMR","Advances in Guidance, Navigation and Control","","","","10.1007/978-981-15-8155-7_453","Xiaoshan GaoLiang YanGang WangZhuang HeChris GeradaSuokui Chang","2022","http://link.springer.com/chapter/10.1007/978-981-15-8155-7_453","Chapter"
"An Improved Lion Swarm Algorithm Based on Reinforcement Learning","Advances in Intelligent Automation and Soft Computing","","","","10.1007/978-3-030-81007-8_10","Zixiang DaiMingyan Jiang","2022","http://link.springer.com/chapter/10.1007/978-3-030-81007-8_10","Chapter"
"A Survey: Limited Data Problem and Strategy of Reinforcement Learning","Proceedings of 2021 Chinese Intelligent Automation Conference","","","","10.1007/978-981-16-6372-7_53","Zhe YangFengge WuJunsuo Zhao","2022","http://link.springer.com/chapter/10.1007/978-981-16-6372-7_53","Chapter"
"Deep Reinforcement Learning-Based LSTM Model for Traffic Flow Forecasting in Internet of Vehicles","Proceedings of 2021 Chinese Intelligent Automation Conference","","","","10.1007/978-981-16-6372-7_57","Zekuan ChenXiong LuoTing WangWeiping WangWenbing Zhao","2022","http://link.springer.com/chapter/10.1007/978-981-16-6372-7_57","Chapter"
